householdid,productid,storeid,transactiontime,daydate,loyaltydiscount,coupondiscount,couponmatchdiscount,salesvalue,productdesc,productsubdesc,displayadtypedesc
764,1029743,33923,8:58 AM,Aug 3,0,0,0,2.79,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
706,1029504,32004,3:28 PM,Aug 8,0,0,0,1,BAG SNACKS,PRETZELS,Front Aisle
718,17105257,324,12:58 PM,Sep 28,-0.49,0,0,1,CANDY - PACKAGED,CANDY BARS MULTI PACK W/FLOUR,Front Aisle
606,824272,380,6:58 PM,Oct 12,0,0,0,6.99,MISC WINE,SPARKLING WINES,Front End Cap
601,883404,32004,5:50 PM,Nov 20,-0.58,0,0,2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
764,1074754,33923,8:37 PM,Nov 23,-0.26,0,0,2.5,COOKIES/CONES,SANDWICH COOKIES,Rear Aisle
630,13417048,306,12:32 PM,Nov 23,-0.39,0,0,1.5,BAKED BREAD/BUNS/ROLLS,BAGELS,In-Aisle
661,1138292,427,1:48 AM,Sep 10,-0.42,0,0,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
607,1046587,432,1:29 PM,Apr 30,-1.79,0,0,2.5,COLD CEREAL,KIDS CEREAL,Rear End Cap
607,1072330,372,6:14 PM,Mar 14,-1.97,0,0,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
607,1072330,372,10:37 PM,Mar 15,-1.98,0,0,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
607,1072330,372,7:01 PM,Mar 17,-1.98,0,0,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
725,868764,400,12:38 PM,Apr 14,-0.59,0,0,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
725,868764,400,10:36 AM,Apr 12,-0.59,0,0,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
718,6533936,324,11:06 AM,Mar 19,-2.98,0,0,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
631,826249,389,12:30 PM,May 2,0,0,0,0.99,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,In-Aisle
630,1077658,306,3:25 PM,Jun 8,-0.49,0,0,2.5,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
607,905868,372,5:34 PM,Aug 11,-0.38,0,0,2,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,Front End Cap
768,859075,323,5:24 PM,Sep 20,-0.22,0,0,1.67,CHEESE,SHREDDED CHEESE,In-Aisle
712,5569374,448,9:46 AM,Sep 26,-1.35,0,0,3.34,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
718,868483,324,10:14 AM,Jul 3,-1.96,0,0,4,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,In-Aisle
725,1068719,400,2:27 PM,Jan 16,-0.79,0,0,1.5,SUGARS/SWEETNERS,SUGAR,In-Shelf
647,9677846,343,9:14 PM,Nov 24,-1.49,0,0,2.5,FRZN NOVELTIES/WTR ICE,ADULT PREMIUM,Front End Cap
718,6034249,327,6:31 PM,Nov 29,-0.26,0,0,0.24,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,In-Aisle
718,1128206,324,12:09 PM,Dec 16,-5.99,0,0,0,SEAFOOD - FROZEN,FRZN BRD WHOLE FILLETS,Rear Aisle
712,9526410,448,11:02 AM,Mar 13,0,0,0,2,BAG SNACKS,POTATO CHIPS,Mid-Aisle End Cap
680,910291,424,1:35 PM,Apr 17,-0.26,0,0,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Other Location Display
787,9676866,389,9:17 AM,Feb 10,-3.4,0,0,4.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,Front End Cap
631,10118257,389,2:58 PM,Apr 21,-1,0,0,6.99,MEAT - MISC,GRND/PATTY - FROZEN,Rear Aisle
696,12263560,31742,9:43 PM,Jul 16,-0.59,0,0,2.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE W/FLOUR,Rear End Cap
699,1032924,408,3:15 PM,Jul 18,-0.49,0,0,2.5,BAG SNACKS,POTATO CHIPS,Rear Aisle
768,6551990,323,12:15 PM,Aug 6,-0.2,0,0,0.99,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,Rear End Cap
733,929605,356,11:00 AM,Sep 2,-1.16,0,0,4,PAPER HOUSEWARES,PLSTC CTLRYTBLCLTHSTTHPKSST,Rear End Cap
706,1098066,343,10:03 PM,Aug 6,-0.41,0,0,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
741,871756,315,9:44 PM,Nov 3,-0.87,0,0,2,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,Rear Aisle
740,1104414,404,4:52 PM,Nov 4,-1.29,0,0,2,CRACKERS/MISC BKD FD,SNACK CRACKERS,Rear Aisle
787,995965,443,7:42 PM,Apr 30,0,0,0,2,SALAD MIX,GARDEN PLUS,In-Shelf
647,999270,384,4:15 PM,Mar 4,-2.98,0,0,5,BACON,ECONOMY,Rear Aisle
771,940947,424,3:38 PM,May 25,0,0,0,2.99,HEAT/SERVE,ENTREES,Rear Aisle
601,883404,32004,6:07 PM,Aug 22,-0.82,0,0,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
718,1080414,324,11:03 AM,Jun 26,-0.26,0,0,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
605,1136666,369,9:09 PM,Oct 29,-0.33,0,0,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,Other Location Display
601,1030362,32004,5:25 PM,Oct 1,-0.51,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Front Aisle
647,1101449,343,5:32 PM,Sep 4,-0.8,0,0,1.58,FRUIT - SHELF STABLE,CRANBERRY SAUCE,In-Shelf
788,1013321,360,11:18 AM,Nov 14,-2.9,0,0,5,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,Other Location Display
630,880895,306,12:46 PM,Feb 1,-4.22,0,0,3.76,ICE CREAM/MILK/SHERBTS,TRADITIONAL,Front End Cap
768,1086713,323,6:48 PM,Apr 11,-1.59,0,0,1,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,Front End Cap
753,872137,442,7:50 PM,Aug 20,-3.3,0,0,4,BUTTER,BUTTER,Rear Aisle
762,6979485,31862,5:20 PM,May 2,0,0,0,2.5,BAKED BREAD/BUNS/ROLLS,SANDWICH BUNS,Rear Aisle
740,914190,404,8:24 PM,Oct 4,-0.58,0,0,2,CHEESE,CREAM CHEESE,Other Location Display
755,880377,388,2:50 PM,Jul 22,-1.29,0,0,1.5,CHEESE,SHREDDED CHEESE,In-Aisle
706,15596488,343,4:47 PM,Jun 1,-2.3,0,0,1.49,COLD CEREAL,ALL FAMILY CEREAL,Front End Cap
761,923673,343,11:15 AM,Jun 24,-1.12,0,0,1.5,COLD CEREAL,ADULT CEREAL,Front End Cap
706,1050721,343,6:10 AM,Oct 24,-0.98,0,0,2,CANDY - PACKAGED,CANDY BARS MULTI PACK W/FLOUR,Front Aisle
706,859075,343,7:48 PM,Oct 27,-0.68,0,0,10,CHEESE,SHREDDED CHEESE,Front Aisle
696,1003188,31742,1:06 PM,Dec 5,0,0,0,4.77,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Front End Cap
605,896849,369,10:05 AM,Dec 5,-0.29,0,0,1,COOKIES/CONES,VENDOR SIZE/SINGLE SERVE COOKI,In-Aisle
718,862152,324,10:54 PM,Dec 6,-2.98,0,0,3,POPCORN,POPCORN - MICROWAVE,Side-Aisle End Cap
661,1138292,427,8:08 PM,Sep 12,-0.42,0,0,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
766,820341,322,3:07 PM,May 31,0,0,0,6.99,NUTS,PECANS SHELLED,Front Aisle
786,1106523,339,10:43 AM,Jun 1,-0.25,0,0,2.24,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
755,1077490,382,2:28 PM,Aug 11,-0.54,0,0,0.75,SOUP,CONDENSED SOUP,In-Shelf
766,936892,322,5:25 PM,Jun 10,-0.5,0,0,2.49,HOUSEHOLD CLEANG NEEDS,BATHROOM CLEANERS - GENERAL,Front End Cap
788,1022795,360,9:44 AM,Aug 16,-1.75,0,0,1.74,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,Rear End Cap
622,1051069,298,12:56 PM,Sep 1,-1.56,0,0,2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Side-Aisle End Cap
731,10351524,355,12:02 PM,Sep 3,-2.45,0,0,5,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,Side-Aisle End Cap
614,844165,288,1:05 PM,Jan 11,-0.71,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
741,898432,315,2:29 PM,Jan 12,-0.51,0,0,1.99,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,Front End Cap
680,12949590,424,12:28 PM,Jan 12,-0.99,0,0,2,BAG SNACKS,POTATO CHIPS,In-Aisle
788,925514,360,8:57 PM,Jul 14,0,0,0,1.19,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
712,15926507,31742,9:29 AM,Jul 23,-0.5,0,0,2.99,BAG SNACKS,TORTILLA/NACHO CHIPS,Rear Aisle
622,923746,356,12:03 PM,Jul 27,-0.55,0,0,1,EGGS,EGGS - LARGE,Rear Aisle
741,871756,315,5:32 PM,Jun 22,-1.15,0,0,2,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,Rear End Cap
761,1020682,343,12:36 PM,Oct 18,-0.2,0,0,0.99,MISCELLANEOUS,SAUERKRAUT,Front Aisle
764,904422,33923,4:14 PM,Nov 18,0,0,0,1.79,BREAD,BREAD:ITALIAN/FRENCH,In-Aisle
764,904422,33923,8:37 PM,Nov 23,0,0,0,1.79,BREAD,BREAD:ITALIAN/FRENCH,In-Aisle
692,883404,335,4:16 PM,Apr 13,0,0,0,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
771,1074754,424,10:39 PM,May 2,-1.89,0,0,2,COOKIES/CONES,SANDWICH COOKIES,Front End Cap
740,1105108,404,7:33 PM,Sep 12,-0.39,0,0,1,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,Side-Aisle End Cap
718,979077,324,10:54 AM,Aug 12,-1.98,0,0,4,BAKING NEEDS,COOKING CHOCOLATE (EX SMI-SWT),Rear End Cap
696,851241,31742,10:50 PM,Jun 4,-0.92,0,0,1.67,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,Rear End Cap
692,951275,335,3:51 PM,Jun 5,0,0,0,2.59,STATIONERY & SCHOOL SUPPLIES,WRITING INSTRUMENTS,Other Location Display
786,972665,339,10:17 AM,Jun 8,0,0,0,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Rear Aisle
786,974108,339,10:17 AM,Jun 8,0,0,0,1.29,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,Side-Aisle End Cap
768,863436,323,4:13 PM,Jun 15,-3.7,0,0,9.99,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,Rear End Cap
696,12132773,358,11:59 PM,Aug 28,0,0,0,2.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,In-Aisle
696,844839,31742,3:18 PM,Jun 20,-1.48,0,0,2.5,LUNCHMEAT,LUNCH COMBO,Rear Aisle
614,937573,288,7:35 PM,Sep 26,-0.99,0,0,2,HOUSEHOLD CLEANG NEEDS,CLEANING WIPES,Rear End Cap
768,839243,323,7:53 PM,Aug 30,-0.3,0,0,2.99,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,In-Shelf
715,1033615,354,1:25 PM,Nov 2,0,0,0,1.98,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,Other Location Display
725,823704,400,11:52 AM,Nov 6,-1.29,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
696,5576075,31742,11:00 AM,Jun 12,0,0,0,12.98,DOMESTIC WINE,POPULAR 750ML WINES,Other Location Display
786,865528,339,7:58 PM,Aug 15,-1.79,0,0,2.5,BACON,PREMIUM,Rear Aisle
761,929433,343,1:55 PM,Jun 14,-0.31,0,0,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
771,1061030,359,12:11 PM,Sep 6,-1.32,0,0,1.67,HAND/BODY/FACIAL PRODUCTS,HAND AND BODY LOTIONS,Front Aisle
630,832678,306,6:53 PM,Jul 21,-1.48,0,0,7.08,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,Front End Cap
661,911812,427,9:49 PM,Nov 9,0,0,0,3.87,SOUP,CONDENSED SOUP,Rear End Cap
699,1032924,408,1:14 PM,Nov 13,-0.49,0,0,2.5,BAG SNACKS,POTATO CHIPS,Rear Aisle
601,934800,384,6:01 PM,Apr 10,0,0,0,2.49,BAKING NEEDS,CAKE DECORS & ICING,Front End Cap
614,852864,288,4:14 PM,Sep 24,-1.38,0,0,1,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,Front End Cap
706,6773219,343,4:26 PM,May 21,-0.22,0,0,0.57,FROZEN PIZZA,PIZZA/ECONOMY,Front End Cap
696,7025275,31742,3:43 PM,Jul 25,-0.69,0,0,2.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,Front Aisle
762,10342101,391,8:08 PM,Sep 15,-0.65,0,0,6.34,SNACK NUTS,VAC PAC NUTS(CANS),Rear End Cap
696,13777511,31742,10:32 PM,May 26,-0.69,0,0,2.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,In-Shelf
725,1098066,400,9:18 AM,Sep 18,-0.29,0,0,1,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
718,956609,324,7:10 PM,Jun 10,-3.45,-0.4,0,1,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,Other Location Display
779,1120443,343,7:14 PM,Oct 16,-1.44,0,0,3.34,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,Rear End Cap
761,898068,343,1:21 PM,Nov 15,-0.9,0,0,1.79,CONDIMENTS/SAUCES,CATSUP,Mid-Aisle End Cap
725,1130858,400,12:33 PM,Nov 18,-1.19,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
699,895652,408,1:09 PM,Nov 19,-3.56,0,0,4,LUNCHMEAT,BOLOGNA,Rear Aisle
722,904129,359,12:09 PM,May 8,-2,0,0,6.99,MEAT - MISC,GRND/PATTY - FROZEN,Other Location Display
766,1101173,322,4:50 PM,May 15,-1.64,0,0,3.34,DINNER MXS:DRY,MACARONI & CHEESE DNRS,In-Shelf
788,1038217,360,2:01 PM,Sep 12,-0.39,0,0,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Rear End Cap
699,995211,408,11:04 AM,May 19,-0.49,0,0,2,BAG SNACKS,BAGGED CHEESE SNACKS,In-Aisle
607,12263788,432,1:16 PM,Jun 8,-0.99,0,0,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
607,998828,432,11:56 PM,Jul 4,-1.81,0,0,1.88,CANNED JUICES,OTHER CITRUS JUICES (50% AND U,Front End Cap
607,1083721,372,9:08 PM,Jul 6,0,0,0,1,FROZEN PIZZA,PIZZA/ECONOMY,Rear End Cap
601,7025106,32004,5:37 PM,Jan 29,-0.5,0,0,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
733,5569471,356,12:22 PM,Nov 27,-8.76,0,0,10,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
601,893018,32004,5:55 PM,Mar 27,-0.7,0,0,2.29,CHEESE,IWS SINGLE CHEESE,In-Aisle
786,982755,339,9:34 AM,Feb 9,-0.99,0,0,2.5,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,Other Location Display
768,987562,323,1:58 PM,Apr 2,-0.53,0,0,1.25,CHEESE,SHREDDED CHEESE,Other Location Display
768,1020682,323,6:36 AM,Feb 20,0,0,0,1.19,MISCELLANEOUS,SAUERKRAUT,Rear Aisle
788,9677270,313,2:18 PM,Jan 6,-1.98,-0.75,-0.25,4.75,FROZEN PIZZA,SANDWICHES&HANDHELDS,Front End Cap
762,1012983,31862,8:21 AM,Sep 23,0,0,0,2.49,FIRST AID PRODUCTS,BANDAGE/TAPE,Other Location Display
680,844818,424,2:26 PM,Apr 27,-1.01,0,0,1.48,BAG SNACKS,CORN CHIPS,Rear End Cap
647,832768,343,12:45 PM,Apr 27,-1.09,0,0,2,CONVENIENT BRKFST/WHLSM SNACKS,GRANOLA BARS,Rear End Cap
696,943349,31742,9:43 PM,Jul 16,0,0,0,3.59,COOKIES/CONES,GRAHAM CRACKERS,In-Aisle
631,6464165,389,5:30 PM,Jun 15,-2.29,0,0,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,Rear End Cap
761,913278,343,11:07 AM,Jul 3,0,0,0,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,Other Location Display
630,6464147,323,7:29 PM,Nov 2,-1.79,0,0,3,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
761,1124729,34011,7:00 PM,Nov 8,-0.26,0,0,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Mid-Aisle End Cap
631,897752,389,4:54 PM,Mar 29,0,0,0,2.29,BAG SNACKS,PRETZELS,Side-Aisle End Cap
725,893018,400,10:48 AM,Mar 30,-1.02,0,0,1.97,CHEESE,IWS SINGLE CHEESE,In-Aisle
630,942475,306,3:38 PM,Apr 18,-0.8,0,0,5.78,COFFEE,GROUND COFFEE,Rear End Cap
718,849843,324,9:16 AM,Apr 27,-0.1,0,0,0.89,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
718,999134,324,5:00 PM,Aug 3,-0.09,0,0,0.81,SOUP,CONDENSED SOUP,Other Location Display
680,873627,424,4:47 PM,Sep 14,0,0,0,3.38,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
788,879734,360,2:24 PM,Jun 22,0,0,0,10.99,BEERS/ALES,BEERALEMALT LIQUORS,Side-Aisle End Cap
768,918676,323,6:22 AM,Aug 20,-1.49,0,0,3.99,FROZEN PIZZA,PIZZA/PREMIUM,Front End Cap
718,9677880,324,11:03 AM,Jun 26,0,0,0,1,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE W/FLO,In-Shelf
606,1047226,319,2:41 PM,Jun 30,-0.19,0,0,1,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,Front Aisle
712,951590,448,10:39 AM,Jul 1,-0.3,0,0,1.39,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
601,929668,329,6:50 PM,Dec 4,-0.27,0,0,1.8,DINNER MXS:DRY,MACARONI & CHEESE DNRS,Rear End Cap
696,1098066,31742,12:49 PM,Mar 10,-0.79,0,0,0.5,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
706,834117,32004,4:10 PM,Feb 16,0,0,0,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Rear End Cap
699,939346,408,9:11 AM,Jan 1,0,0,0,1.79,CONDIMENTS/SAUCES,CHILI SAUCE COCKTAIL SAUCE,Other Location Display
741,904997,315,8:54 PM,Apr 29,-5,0,0,6.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,Other Location Display
762,10355694,31862,8:26 AM,May 19,-0.49,0,0,2.5,CEREAL/BREAKFAST,BREAKFAST BARS/TARTS/SCONES,Side-Aisle End Cap
718,849843,324,12:17 PM,May 31,-0.1,0,0,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,Other Location Display
761,940947,343,10:07 AM,Jul 28,0,0,0,2.99,HEAT/SERVE,ENTREES,In-Aisle
761,5570383,343,11:15 AM,Jun 24,-2.19,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
788,951227,360,12:47 PM,May 13,0,0,0,3.99,ICE CREAM/MILK/SHERBTS,PAILS,Other Location Display
779,1032967,343,7:54 PM,Nov 27,0,0,0,13.69,CHARCOAL AND LIGHTER FLUID,FIREWOOD,Other Location Display
722,13190284,359,11:28 AM,Aug 17,0,0,0,0.66,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,Front Aisle
761,1038217,343,11:39 AM,Oct 2,-0.39,0,0,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Mid-Aisle End Cap
631,889774,389,1:10 PM,Sep 19,-0.29,0,0,0.5,VEGETABLES - SHELF STABLE,CORN,Front End Cap
779,1092937,343,1:22 PM,Nov 13,-3.29,0,0,3.29,LUNCHMEAT,BOLOGNA,In-Aisle
718,1097001,324,8:22 PM,Feb 27,-0.65,0,0,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Side-Aisle End Cap
718,1097001,324,3:37 PM,Mar 3,-0.65,0,0,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Side-Aisle End Cap
788,890955,360,7:52 PM,Mar 5,-2.69,0,0,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
718,999270,324,9:16 AM,Apr 27,-0.25,0,0,3.74,BACON,ECONOMY,Rear Aisle
718,965378,324,4:29 PM,Sep 10,-0.22,0,0,2.07,COOKIES/CONES,CONES,Other Location Display
712,1077490,448,1:08 PM,Sep 14,-1.08,0,0,1.5,SOUP,CONDENSED SOUP,Other Location Display
680,911812,424,4:47 PM,Sep 14,-1.08,0,0,1.5,SOUP,CONDENSED SOUP,Other Location Display
706,999971,384,7:05 PM,May 25,0,0,0,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
699,5568378,408,7:05 PM,Oct 27,-0.87,0,0,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,Front End Cap
605,7167945,369,1:11 PM,Sep 24,-2.62,0,0,3.76,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,Rear Aisle
768,839243,323,6:37 AM,Aug 26,-0.3,-1,0,2.99,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,In-Shelf
712,1050229,448,10:39 AM,Jul 1,0,0,0,1.2,SOUP,CONDENSED SOUP,Rear End Cap
630,823704,306,4:46 PM,Jul 15,-1.29,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
699,1075637,408,1:23 PM,Sep 30,-0.2,0,0,1.29,FRUIT - SHELF STABLE,PINEAPPLE,In-Shelf
607,5995312,412,5:52 PM,Jul 17,-1.09,0,0,2.5,YOGURT,YOGURT MULTI-PACKS,Front End Cap
630,1114006,306,5:45 PM,Sep 4,-2.99,-0.55,-0.45,1.55,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,Rear Aisle
712,823819,448,10:21 AM,Nov 16,-0.29,0,0,2,COOKIES/CONES,SPECIALTY COOKIES,Side-Aisle End Cap
712,914190,448,10:21 AM,Nov 16,-0.74,0,0,1.25,CHEESE,CREAM CHEESE,Rear Aisle
761,5568378,343,9:30 PM,Jan 31,-0.87,0,0,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,In-Aisle
699,1018769,408,7:18 PM,Mar 28,-2.6,0,0,3.89,FROZEN PIZZA,PIZZA/PREMIUM,Front End Cap
680,1115576,424,5:54 PM,Dec 6,-1.99,0,0,1,BAKED BREAD/BUNS/ROLLS,ENGLISH MUFFINS/WAFFLES,In-Aisle
601,902640,306,1:33 PM,Apr 8,-1.98,0,0,6,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Side-Aisle End Cap
731,1060872,329,4:25 PM,Dec 10,-1.19,0,0,2,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
696,6039768,31742,10:58 AM,Feb 8,0,0,0,1.99,CANDY - CHECKLANE,MINTS CANDY & BREATH (NOT LIF,Mid-Aisle End Cap
715,1000720,354,9:19 AM,Feb 15,-0.51,0,0,0.99,MISCELLANEOUS,PICKLES,Rear Aisle
630,965766,306,7:23 PM,Feb 16,-1.04,0,0,3.34,CHEESE,IWS SINGLE CHEESE,In-Aisle
696,15452874,31742,5:14 PM,Apr 2,0,0,0,3.99,NUTS,PEANUTS ALL,Other Location Display
771,15483641,293,9:29 AM,Apr 30,-1.69,0,0,2,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,Rear End Cap
762,8158160,31862,11:45 AM,May 2,0,0,0,0.75,BAG SNACKS,POTATO CHIPS,In-Aisle
605,916588,369,11:17 AM,Oct 7,-3,-1,0,12.99,DIAPERS & DISPOSABLES,BABY DIAPERS,Rear End Cap
631,927191,389,1:50 PM,Oct 22,-0.04,0,0,1,SEAFOOD - SHELF STABLE,TUNA,In-Shelf
761,1053690,343,11:37 AM,Oct 28,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Front Aisle
771,840361,359,11:10 AM,Dec 5,-0.4,0,0,0.88,EGGS,EGGS - LARGE,Side-Aisle End Cap
787,1048352,443,7:14 PM,Aug 8,-1.79,0,0,2,COLD CEREAL,ALL FAMILY CEREAL,Rear End Cap
786,1098066,339,10:43 AM,Jun 1,-0.2,0,0,1.78,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
605,7410290,369,7:56 PM,Oct 1,-0.39,0,0,1,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,Mid-Aisle End Cap
771,13115938,359,9:52 PM,Nov 13,-2,0,0,4.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,Rear End Cap
661,1014802,427,8:36 PM,Nov 14,-1.08,0,0,2.5,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,Front End Cap
706,834117,32004,8:50 PM,Mar 4,-0.2,0,0,3.79,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Rear End Cap
680,981760,424,8:13 PM,Jan 25,-1.98,0,0,1.59,EGGS,EGGS - X-LARGE,Rear Aisle
771,1114597,359,10:28 PM,Apr 13,-0.91,0,0,0.88,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,Rear End Cap
601,1126899,32004,5:42 PM,Feb 12,0,0,0,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
696,1018818,31742,10:37 AM,Apr 4,0,0,0,25.98,BEERS/ALES,BEERALEMALT LIQUORS,Rear Aisle
715,942778,389,12:23 PM,Jan 11,-1.21,0,0,1.88,CRACKERS/MISC BKD FD,SNACK CRACKERS,Front End Cap
