householdid,productid,cartid,storeid,transactiontime,daydate,salesvalue,productdesc,productsubdesc,qty,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
718,5569230,40127731303,324,3:45 PM,Jul 9,2.88,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.81,0,0
699,934399,34186162103,408,8:12 PM,May 1,3.79,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,In-Aisle,-1.7,0,0
741,962574,40968762502,315,8:33 PM,Sep 13,11.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Front End Cap,0,0,0
788,16733215,41466765324,360,11:02 AM,Oct 12,4,DINNER SAUSAGE,COCKTAILS,2,Rear Aisle,-2.58,-1,0
718,1098066,30531481787,324,4:30 PM,Aug 21,2.4,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,2,Other Location Display,-0.18,0,0
661,1138292,30532127587,427,5:46 PM,Aug 23,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,1,Other Location Display,-0.42,0,0
614,840361,31225730611,288,1:26 PM,Oct 14,1,EGGS,EGGS - LARGE,1,Rear Aisle,-0.09,0,0
755,906763,31032591258,382,12:38 PM,Sep 29,2.4,PNT BTR/JELLY/JAMS,PEANUT BUTTER,2,Rear End Cap,-1.58,0,0
715,1051069,33239922309,389,2:37 PM,Mar 2,3.01,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,9,Front Aisle,-2.35,0,0
715,833025,33906085947,354,3:46 PM,Apr 10,1,MILK BY-PRODUCTS,SOUR CREAMS,1,Rear Aisle,-0.16,0,0
614,1121321,32204636733,288,8:27 PM,Dec 23,5.99,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,2,Rear Aisle,-5.99,0,0
786,10284972,33155550302,339,8:59 AM,Feb 23,1.69,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1,Side-Aisle End Cap,0,0,0
718,870547,34186636844,324,5:54 PM,May 1,1.99,MARGARINES,MARGARINE: TUBS AND BOWLS,1,In-Aisle,0,0,0
768,6773204,34642428791,323,7:10 PM,May 17,1.71,FROZEN PIZZA,PIZZA/ECONOMY,3,Rear End Cap,-0.66,0,0
761,979566,40510075965,343,9:27 PM,Aug 8,5,HOT CEREAL,INSTANT OATMEAL,3,Other Location Display,-0.46,0,0
779,5587938,41918200314,343,8:29 AM,Nov 15,1.25,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,Front End Cap,-0.24,0,0
607,981222,30906745073,372,5:04 AM,Sep 19,1,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,Rear Aisle,-0.67,0,0
733,908489,29507281894,356,2:32 PM,Jul 6,1.5,YOGURT,YOGURT NOT MULTI-PACKS,3,Rear Aisle,-0.87,0,0
699,911812,31046290953,408,1:23 PM,Sep 30,3,SOUP,CONDENSED SOUP,4,Other Location Display,-2.16,0,0
725,916381,30700897094,400,1:49 PM,Sep 4,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle,-1.42,0,0
718,977499,31711546504,324,3:58 PM,Nov 13,1.4,DINNER MXS:DRY,MACARONI & CHEESE DNRS,1,Other Location Display,-0.14,0,0
718,826249,32007132274,324,4:49 PM,Dec 7,2.38,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,2,Other Location Display,-0.2,0,0
731,1074524,32065057308,329,4:25 PM,Dec 10,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle,-0.51,0,0
761,9296957,33385748202,384,8:01 PM,Mar 11,2,COLD CEREAL,ALL FAMILY CEREAL,1,In-Aisle,-1.47,0,0
771,845196,33385851078,424,12:53 PM,Mar 11,1.5,BLEACH,LIQUID BLEACH,1,Rear End Cap,-0.49,0,0
786,1065538,32113765188,339,8:54 AM,Dec 15,16.49,BEERS/ALES,BEERALEMALT LIQUORS,1,Other Location Display,0,0,0
725,988791,32125667389,400,5:42 PM,Dec 16,2,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,Rear End Cap,-0.89,0,0
725,1108168,32990157592,400,5:56 PM,Feb 10,2,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,0,0,0
725,13671963,33460952081,400,5:29 PM,Mar 18,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Front Aisle,-0.59,0,0
631,976199,40127127538,389,6:21 PM,Jul 8,1.88,BUTTER,BUTTER,1,In-Aisle,-0.69,0,0
680,825970,34133596706,424,2:26 PM,Apr 27,5,HOT DOGS,PREMIUM - MEAT,5,Rear Aisle,-7.95,0,0
712,911812,40764955970,448,1:44 PM,Aug 29,0.75,SOUP,CONDENSED SOUP,1,In-Shelf,-0.54,0,0
699,982790,40496431052,408,2:06 PM,Aug 7,2.99,LUNCHMEAT,BOLOGNA,2,Rear Aisle,-2.99,0,0
771,12777679,41352141447,359,1:12 PM,Oct 3,2,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,-0.99,0,0
768,1029743,40595246172,292,2:30 PM,Aug 15,1.88,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,-0.91,0,0
771,5568378,40595926441,289,6:32 PM,Aug 16,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,1,In-Aisle,-0.25,0,0
631,1043035,41756585890,389,12:48 PM,Nov 3,2,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,3,Side-Aisle End Cap,-0.67,0,0
740,12384952,41769831736,404,4:52 PM,Nov 4,1.34,BAKING MIXES,FROSTING,1,In-Shelf,0,0,0
718,1075214,41809886915,324,5:43 PM,Nov 7,5.99,BATH TISSUES,TOILET TISSUE,1,Front End Cap,-1.14,0,0
607,9527290,28093043620,372,6:10 PM,Apr 4,2,BAG SNACKS,POTATO CHIPS,1,Other Location Display,-0.99,0,0
607,917742,28379285151,432,8:13 AM,Apr 27,0.77,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,1,Rear Aisle,0,0,0
631,5590287,27972896607,389,2:41 PM,Mar 25,0.4,YOGURT,YOGURT NOT MULTI-PACKS,1,In-Aisle,-0.04,0,0
740,937413,30174266337,404,2:02 PM,Aug 10,1,OLIVES,GREEN OLIVES,1,In-Shelf,-0.99,0,0
740,999537,30241182706,404,6:29 PM,Aug 17,2.99,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,Rear Aisle,-0.4,0,0
733,5569471,31390781437,356,1:37 PM,Oct 26,16,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,6,In-Aisle,-12.14,0,0
601,822407,29194616043,32004,1:09 PM,Jun 17,8,MEAT - SHELF STABLE,PASTA: CANNED,8,Front End Cap,0,0,0
716,838971,29330040153,400,8:39 AM,Jun 26,5.39,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Front End Cap,0,0,0
761,12577242,31468120261,343,8:14 PM,Oct 29,1,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,Rear Aisle,-0.99,0,0
630,952707,30578921683,306,2:30 PM,Aug 24,0.79,FRUIT - SHELF STABLE,CRANBERRY SAUCE,1,In-Shelf,-0.4,0,0
733,932702,32849232193,356,4:04 PM,Feb 1,2,CAT FOOD,CAT TREATS,2,Rear End Cap,-0.98,0,0
712,822178,32872460493,448,11:12 AM,Feb 2,3,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,2,In-Aisle,-1.58,0,0
680,984715,32006377660,424,5:54 PM,Dec 6,1,SEAFOOD - SHELF STABLE,SALMON,1,Rear End Cap,-0.79,0,0
725,1108168,33041772159,400,2:56 PM,Feb 15,2,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,0,0,0
699,13094910,32259591301,408,2:44 PM,Dec 28,1.59,CANDY - CHECKLANE,MINTS CANDY & BREATH (NOT LIF,1,Front End Cap,0,0,0
680,1106428,32557390918,424,12:28 PM,Jan 12,1.5,COOKIES/CONES,SANDWICH COOKIES,1,Front Aisle,-1.39,0,0
706,1092026,40085774592,343,5:21 PM,Jul 5,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle,-0.59,0,0
647,9526410,34204928441,343,3:22 PM,May 3,2,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,0,0,0
718,844818,34227104058,324,1:24 PM,May 4,1.48,BAG SNACKS,CORN CHIPS,1,Front End Cap,-1.01,0,0
630,6464147,34762485391,306,11:09 AM,May 20,0,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Front End Cap,-4.79,0,0
718,849843,36002355669,324,12:17 PM,Jun 26,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,Other Location Display,-0.1,0,0
696,954347,41587311199,31742,3:34 PM,Oct 21,3.89,FROZEN PIZZA,PIZZA/PREMIUM,1,Front End Cap,-2.6,0,0
786,832678,41691810369,339,10:36 AM,Oct 29,2.23,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,Mid-Aisle End Cap,0,0,0
733,5569230,42172607616,356,7:05 PM,Dec 4,9,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3,Front Aisle,-5.07,0,0
699,823721,42198395172,408,9:08 AM,Dec 6,2.99,CHEESE,GRATED CHEESE,1,Other Location Display,0,0,0
733,5569230,42198672507,356,4:39 PM,Dec 6,9,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3,Front Aisle,-5.07,0,0
731,1088858,28970862221,438,5:05 PM,Jun 3,2,ORAL HYGIENE PRODUCTS,TOOTHPASTE,2,Side-Aisle End Cap,-2,0,0
699,824596,30531035923,408,2:06 PM,Aug 21,5.99,MAGAZINE,FOOD-MAGAZINE,1,In-Aisle,0,0,0
718,1009719,31185086866,324,3:32 PM,Oct 11,5,COLD CEREAL,ADULT CEREAL,2,Rear End Cap,-1.54,0,0
715,1043064,30531457841,389,5:48 PM,Aug 21,0.69,SOUP,BROTH,1,Rear End Cap,-0.3,0,0
718,965378,30532050242,324,9:01 AM,Aug 22,1.97,COOKIES/CONES,CONES,1,Front End Cap,-0.22,0,0
630,867188,30662683547,306,8:28 PM,Sep 1,3,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,3,Rear End Cap,-1.77,0,0
696,823704,31070456312,31742,2:43 PM,Oct 2,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,Rear Aisle,-1.29,0,0
692,864579,31254736175,335,1:27 PM,Oct 16,3,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Front End Cap,-2.39,0,0
718,1013784,33421371985,324,5:46 PM,Mar 14,1,FITNESS&DIET,FITNESS&DIET - BARS,1,In-Aisle,-0.59,0,0
761,9526410,34164685643,343,10:08 PM,Apr 29,2,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,0,0,0
718,844818,34178677433,324,8:45 PM,Apr 30,1.48,BAG SNACKS,CORN CHIPS,1,Front End Cap,-1.01,0,0
786,1106523,40174293184,339,9:13 AM,Jul 12,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,0,0,0
630,840361,40279441513,306,3:09 PM,Jul 20,0.88,EGGS,EGGS - LARGE,1,In-Aisle,-0.11,0,0
718,883404,34665066863,324,4:42 PM,May 18,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.1,0,0
768,834117,41466551025,323,12:01 PM,Oct 12,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,1,Other Location Display,0,0,0
788,12946027,41519231996,360,7:27 PM,Oct 16,3.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,1,Rear Aisle,0,0,0
699,6554202,41531891045,408,1:30 PM,Oct 17,3,FROZEN PIZZA,SNACKS/APPETIZERS,1,Front End Cap,-0.69,0,0
740,848154,42009477552,404,5:10 PM,Nov 22,1,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,Front End Cap,-0.29,0,0
761,1013321,42031202815,343,7:28 PM,Nov 23,1.76,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,4,Other Location Display,-1.4,0,0
762,15571171,42039459139,391,7:33 PM,Nov 24,2.5,BACON,PREMIUM,1,Rear Aisle,-1.89,0,0
762,12263788,30906628001,31862,8:06 PM,Sep 19,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.49,0,0
786,1065538,30503635202,339,8:48 AM,Aug 18,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Rear Aisle,0,0,0
630,1048352,31468596104,306,2:38 PM,Oct 30,2,COLD CEREAL,ALL FAMILY CEREAL,1,Rear End Cap,-1.79,0,0
761,923746,29485086627,343,11:53 AM,Jul 5,1,EGGS,EGGS - LARGE,1,In-Aisle,-0.59,0,0
647,913278,29485089571,343,5:49 PM,Jul 5,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,1,Other Location Display,-0.99,0,0
696,6463724,29507002279,31742,4:32 PM,Jul 6,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Front End Cap,-1.91,0,0
699,940631,30731145114,408,8:33 AM,Sep 6,0.5,BAKING NEEDS,BAKING POWDER & SODA,1,In-Aisle,-0.19,0,0
768,902167,32008451615,323,1:56 PM,Dec 8,1,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,Rear End Cap,-0.29,0,0
699,9527290,32957005358,408,8:54 PM,Feb 8,2,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,0,0,0
766,1095751,33658860178,333,8:09 AM,Mar 29,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.19,0,0
741,13190332,32113697249,315,7:50 PM,Dec 15,1.29,HAIR CARE PRODUCTS,EASTER GIFTWARE/DECOR,1,Rear End Cap,0,0,0
631,8065410,32114012414,389,3:14 PM,Dec 15,2.5,BACON,ECONOMY,1,Rear Aisle,-1.89,0,0
712,904129,35145795382,448,10:35 AM,May 31,6.99,MEAT - MISC,GRND/PATTY - FROZEN,1,Other Location Display,-2,0,0
630,981760,28537608381,306,9:38 PM,May 4,1.58,EGGS,EGGS - X-LARGE,2,In-Aisle,-1.2,0,0
696,1078652,28601336113,31742,2:49 PM,May 9,1.88,COLD CEREAL,ADULT CEREAL,1,Rear Aisle,-1.41,0,0
788,5592626,28243215404,360,10:11 AM,Apr 15,0.99,PICKLE/RELISH/PKLD VEG,RELISHES,1,Other Location Display,-0.3,0,0
733,883549,28733197740,356,6:00 PM,May 17,1,BAKING MIXES,LAYER CAKE MIX,1,Rear End Cap,-1.19,0,0
768,1123035,31467735055,323,6:20 AM,Oct 29,1,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,1,Front End Cap,-1.59,0,0
786,841220,28867920532,339,11:57 AM,May 28,2.5,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,Rear Aisle,-1.29,0,0
614,9527161,31160955342,288,11:00 AM,Oct 9,2,BAG SNACKS,POTATO CHIPS,1,Mid-Aisle End Cap,0,0,0
718,1031831,29125420731,324,12:16 PM,Jun 12,1.75,COLD CEREAL,ADULT CEREAL,1,In-Aisle,-0.33,-0.75,-0.25
718,1054262,29125420731,324,12:16 PM,Jun 12,2,COLD CEREAL,KIDS CEREAL,1,In-Shelf,-0.33,0,0
768,881328,30907397269,323,5:24 PM,Sep 20,1.67,BAG SNACKS,BAGGED CHEESE SNACKS,1,Other Location Display,-0.22,0,0
788,1043590,31198217890,313,3:40 PM,Oct 12,1.79,SHORTENING/OIL,VEGETABLE/SALAD OIL,1,Other Location Display,-0.13,0,0
788,1053690,31198217890,313,3:40 PM,Oct 12,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle,-0.71,0,0
607,883404,29353213409,372,5:00 PM,Jun 29,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.3,0,0
762,9337581,29353883388,432,8:19 PM,Jun 30,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Front Aisle,-0.39,0,0
647,890620,31198427156,343,6:31 PM,Oct 12,2.59,BAG SNACKS,DIPS (NON-REFRIGERATED),1,Side-Aisle End Cap,0,0,0
715,915874,31540880759,354,1:26 PM,Nov 2,2,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,2,Side-Aisle End Cap,-3.18,0,0
712,999270,31553630406,448,11:20 AM,Nov 5,5,BACON,ECONOMY,2,Rear Aisle,-2.98,0,0
733,5569471,33944917163,356,3:53 PM,Apr 13,25,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,10,In-Aisle,-21.9,-5,0
725,879504,33294305741,400,11:49 AM,Mar 5,2.79,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,-0.4,0,0
699,838010,31981155914,408,1:40 PM,Dec 4,1,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,Front End Cap,-0.59,0,0
786,878715,33444430186,339,8:31 AM,Mar 16,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,In-Aisle,0,0,0
696,832678,32269555684,31742,12:12 PM,Dec 29,2.23,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,In-Aisle,0,0,0
680,958046,32557390918,424,12:28 PM,Jan 12,1,FRUIT - SHELF STABLE,PINEAPPLE,1,In-Shelf,-0.49,0,0
771,928238,33920178060,359,9:48 PM,Apr 12,1.67,CHIPS&SNACKS,TORTILLA CHIPS,1,Other Location Display,-0.82,0,0
733,932702,32602565794,356,12:26 PM,Jan 14,1,CAT FOOD,CAT TREATS,1,Rear End Cap,-0.49,0,0
768,1066069,40751575053,323,6:14 AM,Aug 28,1,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,Front End Cap,-0.69,0,0
741,972229,41338047526,315,9:42 PM,Oct 2,1.89,BAKING NEEDS,MARASCHINO CHERRIES,1,Rear Aisle,-0.5,0,0
733,16770156,41008505802,356,12:32 PM,Sep 15,5,COLD CEREAL,ALL FAMILY CEREAL,2,Rear End Cap,-0.58,0,0
712,995628,41382966652,448,12:59 PM,Oct 5,2.67,FROZEN PIZZA,PIZZA/TRADITIONAL,1,Front End Cap,-2.72,0,0
706,10204488,41628140109,343,6:10 AM,Oct 24,2,CANDY - PACKAGED,CANDY BARS (MULTI PACK),2,Front Aisle,-0.98,0,0
718,923746,28106550795,324,12:06 PM,Apr 4,1.49,EGGS,EGGS - LARGE,1,In-Aisle,-0.1,0,0
718,1007191,28141406169,324,12:57 PM,Apr 7,0.89,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Other Location Display,-0.1,0,0
716,951221,28154217993,400,7:48 PM,Apr 8,1.24,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,1,In-Aisle,-1.25,0,0
788,1108168,27889030888,360,2:31 PM,Mar 18,2,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Other Location Display,-0.99,0,0
607,826249,27900961900,432,5:22 PM,Mar 19,1.98,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,2,In-Aisle,0,0,0
696,856827,28601336113,31742,2:49 PM,May 9,1.88,COLD CEREAL,ALL FAMILY CEREAL,1,Rear Aisle,-0.91,0,0
718,981760,28512500435,324,10:35 AM,May 2,3.93,EGGS,EGGS - X-LARGE,3,In-Aisle,-0.24,0,0
718,896369,28676021515,324,3:53 PM,May 15,1.89,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1,In-Shelf,-0.1,0,0
741,982485,30174126018,315,2:14 PM,Aug 10,2.69,RICE CAKES,RICE CAKES,1,Side-Aisle End Cap,0,0,0
614,865456,29339716757,288,6:16 PM,Jun 27,3.99,CHEESE,LOAF CHEESE,1,Other Location Display,0,0,0
631,1038217,30578963310,389,5:15 PM,Aug 24,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Rear End Cap,-0.39,0,0
661,13038925,31553518392,330,8:07 PM,Nov 5,5.58,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,2,In-Shelf,0,0,0
661,1138292,31981112887,427,7:58 PM,Dec 4,3.82,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,1,Other Location Display,-0.33,0,0
601,957741,31981342971,329,6:50 PM,Dec 4,1,LUNCHMEAT,BOLOGNA,1,Rear Aisle,-1.99,0,0
731,1060872,33970916600,355,1:55 PM,Apr 15,3.19,BAG SNACKS,POTATO CHIPS,1,Other Location Display,0,0,0
699,13382454,32259591301,408,2:44 PM,Dec 28,2.99,BAG SNACKS,BAGGED CHEESE SNACKS,1,Front End Cap,-1.5,0,0
647,9526410,32557547139,343,1:43 PM,Jan 12,1.88,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,-0.12,0,0
786,7442056,35891625867,339,1:59 PM,Jun 24,4.49,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Rear End Cap,-0.3,0,0
631,1043035,41574011241,389,1:38 PM,Oct 20,0.89,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,1,Side-Aisle End Cap,0,0,0
631,1043035,41628100933,389,12:19 PM,Oct 24,2.67,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,3,Side-Aisle End Cap,0,0,0
761,893501,41679306416,343,11:37 AM,Oct 28,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Front Aisle,-0.59,0,0
718,859010,42090812149,324,5:49 PM,Nov 28,3.76,BAG SNACKS,TORTILLA/NACHO CHIPS,2,Side-Aisle End Cap,-1.42,0,0
725,893501,28069356065,400,12:56 PM,Apr 2,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle,-0.71,0,0
661,1138292,30035197151,427,2:47 PM,Jul 27,3.54,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,1,Rear End Cap,-0.39,0,0
605,1007082,31269142070,369,12:53 PM,Oct 17,2,FROZEN PIZZA,SANDWICHES&HANDHELDS,1,Mid-Aisle End Cap,0,0,0
614,1002850,31281077082,288,8:45 PM,Oct 18,2.5,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,1,Rear Aisle,-1.29,0,0
614,827180,30530746186,288,4:05 PM,Aug 20,1.5,DINNER MXS:DRY,STUFFING MIXES,1,In-Shelf,-0.49,0,0
706,936741,29673034310,343,4:43 PM,Jul 14,5,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,2,Front End Cap,-1.38,0,0
661,1138292,30032322346,427,5:27 PM,Jul 22,3.54,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,1,Rear End Cap,-0.39,0,0
786,878715,33251891470,339,4:29 PM,Mar 3,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Other Location Display,0,0,0
766,1047769,31883885790,333,11:24 AM,Nov 25,3.99,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,In-Aisle,-2.2,0,0
725,850841,32186807694,400,4:47 PM,Dec 21,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,Front End Cap,-0.21,0,0
706,8090521,34137538010,343,3:19 PM,Apr 24,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,In-Aisle,-4.18,0,0
786,13945141,40248902980,339,11:01 PM,Jul 19,2,BAG SNACKS,POTATO CHIPS,1,Other Location Display,0,0,0
630,927960,40279441513,306,3:09 PM,Jul 20,1,ORAL HYGIENE PRODUCTS,TOOTHPASTE,1,Side-Aisle End Cap,-0.59,0,0
741,916050,40968762502,315,8:33 PM,Sep 13,1.29,SUGARS/SWEETNERS,SUGAR,1,Mid-Aisle End Cap,-0.4,0,0
630,837107,35293955822,306,1:30 PM,Jun 2,2.58,DRY SAUCES/GRAVY,SAUCE MIXES GRAVY MIXES DRY,2,Side-Aisle End Cap,0,0,0
762,13007912,35726787294,31862,8:24 PM,Jun 18,2.5,COLD CEREAL,ALL FAMILY CEREAL,1,Front End Cap,-1.23,0,0
622,1111072,31412778526,356,9:42 PM,Oct 27,0.79,CONDIMENTS/SAUCES,CATSUP,1,Rear End Cap,-0.4,0,0
788,8090521,31625570932,313,11:41 AM,Nov 9,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-2.09,0,0
718,984715,32408296394,324,6:05 PM,Dec 31,3.38,SEAFOOD - SHELF STABLE,SALMON,2,In-Shelf,-0.2,0,0
712,914190,41160175229,448,10:04 AM,Sep 22,1,CHEESE,CREAM CHEESE,1,Rear Aisle,-0.99,0,0
740,1097239,34045267885,404,8:38 PM,Apr 21,1.67,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1,Front End Cap,0,0,0
718,8090521,40211190976,324,1:47 PM,Jul 15,4,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-0.59,0,0
715,961447,34338743420,389,6:15 PM,May 10,1,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,1,Rear End Cap,-1.59,0,0
768,9884698,40765518080,323,5:04 PM,Aug 30,2.5,LUNCHMEAT,PEPPERONI/SALAMI,1,Rear Aisle,-0.49,0,0
762,1025522,40888777571,31862,8:14 PM,Sep 8,1.09,COOKIES/CONES,SPECIALTY COOKIES,1,In-Aisle,-0.1,0,0
768,834117,41904403096,323,5:38 PM,Nov 14,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,1,Other Location Display,0,0,0
630,982790,30845802387,306,3:40 PM,Sep 14,2.99,LUNCHMEAT,BOLOGNA,2,Rear Aisle,-2.99,0,0
733,1029743,41983591739,356,4:21 PM,Nov 20,2.59,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,0,0,0
712,12132685,42030791025,448,1:12 PM,Nov 23,2.5,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,1,In-Aisle,-0.79,0,0
696,12604517,30995690596,31742,11:36 AM,Sep 26,0.97,CHRISTMAS  SEASONAL,TREE STANDS,1,Rear End Cap,-0.32,0,0
761,938700,29485086627,343,11:53 AM,Jul 5,1,VEGETABLES - SHELF STABLE,CORN,2,In-Shelf,-0.58,0,0
607,907994,29738373158,412,5:52 PM,Jul 17,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,Rear Aisle,-0.69,0,0
718,8090513,31625110688,324,12:12 PM,Nov 8,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-2.09,0,0
706,1021116,32932137029,32004,6:41 PM,Feb 6,2,FROZEN PIZZA,PIZZA/TRADITIONAL,1,Front End Cap,-0.75,0,0
766,13910640,33658860178,333,8:09 AM,Mar 29,2.5,HAIR CARE PRODUCTS,HAIR SETS AND GELS,1,Front End Cap,-0.79,0,0
762,1136257,33919307491,432,6:32 PM,Apr 11,1.63,CHEESE,SHREDDED CHEESE,1,Side-Aisle End Cap,-0.15,0,0
768,1003421,34133377378,323,5:03 PM,Apr 27,0.3,SOUP,RAMEN NOODLES/RAMEN CUPS,3,Rear End Cap,-0.21,0,0
