Column1,householdid,productid,storeid,daydate,transactiontime,displayadtypedesc
1495,761,976199,343,Sep 25,6:23 PM,In-Aisle
1496,766,879314,333,Jul 30,3:53 PM,Rear End Cap
1497,696,5568729,31742,Oct 5,2:30 PM,Rear Aisle
1498,606,1037398,446,Jun 22,5:26 PM,Mid-Aisle End Cap
1499,786,826597,339,Oct 13,8:17 AM,Other Location Display
1500,786,972665,339,Oct 13,8:17 AM,Other Location Display
1501,788,962782,360,Nov 23,8:35 PM,Other Location Display
1502,622,1106523,356,Nov 25,5:39 PM,Other Location Display
1503,696,1078652,31742,May 9,2:49 PM,Rear Aisle
1504,788,5592626,360,Apr 15,10:11 AM,Other Location Display
1505,786,1020682,339,Aug 4,9:59 AM,Other Location Display
1506,725,1053690,400,Sep 18,12:37 PM,In-Aisle
1507,762,12263788,31862,Sep 19,8:06 PM,In-Aisle
1508,614,9527161,288,Oct 9,11:00 AM,Mid-Aisle End Cap
1509,718,1031831,324,Jun 12,12:16 PM,In-Aisle
1510,718,1054262,324,Jun 12,12:16 PM,In-Shelf
1511,788,1043590,313,Oct 12,3:40 PM,Other Location Display
1512,788,1053690,313,Oct 12,3:40 PM,In-Aisle
1513,607,883404,372,Jun 29,5:00 PM,In-Aisle
1514,762,9337581,432,Jun 30,8:19 PM,Front Aisle
1515,647,890620,343,Oct 12,6:31 PM,Side-Aisle End Cap
1516,699,940631,408,Sep 6,8:33 AM,In-Aisle
1517,771,948953,359,Mar 7,12:15 PM,Other Location Display
1518,771,928238,359,Apr 7,3:29 PM,Other Location Display
1519,766,1095751,333,Mar 29,8:09 AM,Front End Cap
1520,741,13190332,315,Dec 15,7:50 PM,Rear End Cap
1521,631,8065410,389,Dec 15,3:14 PM,Rear Aisle
1522,712,904129,448,May 31,10:35 AM,Other Location Display
1523,787,961554,443,Sep 16,7:22 PM,In-Shelf
1524,761,9655679,438,Jun 23,8:39 PM,Side-Aisle End Cap
1525,699,843306,408,Sep 3,11:38 AM,Rear End Cap
1526,768,1096792,323,Mar 25,6:28 AM,In-Aisle
1527,731,5569374,329,Apr 9,2:43 PM,In-Aisle
1528,762,6773230,31862,Apr 21,12:50 PM,Rear Aisle
1529,696,9527290,31742,May 6,4:44 PM,Rear Aisle
1530,715,883963,415,Sep 12,2:38 PM,Rear Aisle
1531,761,1123536,343,May 20,12:04 PM,In-Aisle
1532,761,856252,343,Jun 24,11:15 AM,Rear End Cap
1533,647,8090521,343,Sep 6,12:15 PM,In-Shelf
1534,725,1101567,400,Aug 13,4:34 PM,Front End Cap
1535,631,987562,389,Oct 20,1:38 PM,In-Aisle
1536,741,990688,315,Oct 26,4:16 PM,Front End Cap
1537,788,1120741,360,Oct 28,5:09 PM,Side-Aisle End Cap
1538,712,1100927,448,Nov 1,10:39 AM,Other Location Display
1539,718,883404,324,Oct 23,9:53 AM,Other Location Display
1540,725,919534,400,Jul 19,8:33 AM,In-Aisle
1541,699,1094955,408,Jul 20,4:08 PM,In-Aisle
1542,718,966695,324,Apr 12,8:03 PM,Rear End Cap
1543,725,1053763,400,Mar 16,2:38 PM,Other Location Display
1544,718,859010,324,Jan 1,3:43 PM,In-Aisle
1545,647,827578,343,Sep 9,6:31 PM,In-Aisle
1546,718,834117,324,May 10,5:14 PM,Side-Aisle End Cap
1547,761,826249,343,May 10,10:42 PM,In-Aisle
1548,696,8065410,31742,Sep 16,2:56 PM,Rear Aisle
1549,761,5569230,343,Oct 2,11:39 AM,In-Aisle
1550,733,976955,356,Sep 2,11:00 AM,Front End Cap
1551,680,990797,424,Aug 15,3:07 PM,Other Location Display
1552,764,930666,33923,Sep 9,3:08 PM,Rear Aisle
1553,768,834117,323,Jul 4,3:15 PM,Front Aisle
1554,696,1035386,31742,Nov 6,7:11 AM,Rear End Cap
1555,607,7099176,372,Mar 15,10:37 PM,Rear End Cap
1556,786,1127328,339,Jun 8,10:17 AM,In-Aisle
1557,715,863449,389,Aug 21,5:48 PM,Front End Cap
1558,712,830304,369,Oct 22,10:42 AM,In-Shelf
1559,706,845774,32004,Jan 18,11:29 AM,Rear Aisle
1560,771,9655101,293,Apr 8,10:16 AM,Rear End Cap
1561,605,988791,369,Dec 23,11:41 AM,In-Aisle
1562,696,6423751,31742,Dec 24,3:40 PM,Front End Cap
1563,771,938596,359,Dec 25,12:23 AM,In-Aisle
1564,762,854405,391,Feb 24,8:23 PM,Rear Aisle
1565,768,1048893,323,Jun 11,9:20 PM,Front End Cap
1566,764,995896,33923,Jun 29,5:27 PM,Rear Aisle
1567,779,5591170,343,Aug 13,5:51 PM,In-Aisle
1568,718,983000,324,Sep 10,4:29 PM,Rear Aisle
1569,762,920002,391,Aug 6,7:45 PM,Rear Aisle
1570,630,982790,306,Sep 14,3:40 PM,Rear Aisle
1571,607,887474,432,Jun 16,7:34 PM,Rear Aisle
1572,722,1104343,359,Aug 28,5:45 PM,In-Aisle
1573,718,1061068,327,Sep 27,5:07 PM,Front End Cap
1574,771,871754,359,Jul 31,10:24 PM,In-Aisle
1575,699,1026945,408,Mar 28,7:18 PM,Rear End Cap
1576,718,13417673,324,Feb 11,6:09 PM,Rear End Cap
1577,768,1060872,323,Apr 2,1:58 PM,Side-Aisle End Cap
1578,715,844818,389,Apr 19,3:28 PM,Side-Aisle End Cap
1579,761,832678,343,Jul 11,3:54 PM,Rear End Cap
1580,630,842140,306,Jul 20,3:09 PM,In-Aisle
1581,741,1118393,315,Jun 1,3:28 PM,Front Aisle
1582,605,1079174,369,Aug 30,4:12 PM,Side-Aisle End Cap
1583,722,896444,359,Jun 4,7:59 PM,Side-Aisle End Cap
1584,696,1035386,31742,Jun 19,6:17 PM,Other Location Display
1585,715,13512131,354,Jun 22,3:33 PM,Mid-Aisle End Cap
1586,631,1038217,389,Oct 14,1:51 PM,In-Shelf
1587,779,984232,343,Oct 16,7:14 PM,Front Aisle
1588,725,1132343,400,Oct 18,4:49 PM,Rear End Cap
1589,614,847789,288,Nov 19,10:19 AM,In-Aisle
1590,779,871252,343,Nov 23,12:13 AM,Other Location Display
1591,788,1043590,313,Oct 4,3:20 PM,Other Location Display
1592,771,834117,424,May 20,11:18 AM,Side-Aisle End Cap
1593,786,1133018,339,Aug 4,9:59 AM,Front End Cap
1594,786,907647,339,Aug 25,10:09 AM,In-Aisle
1595,762,891649,31862,Nov 9,8:18 AM,Other Location Display
1596,718,890695,324,Apr 12,8:03 PM,Other Location Display
1597,696,6533236,31742,Apr 11,9:38 AM,Rear Aisle
1598,680,922558,352,Apr 11,6:36 PM,Front Aisle
1599,718,883404,324,Apr 11,5:32 PM,In-Aisle
1600,755,826249,388,Apr 23,1:47 PM,In-Shelf
1601,761,10149640,343,Oct 2,11:39 AM,Rear End Cap
1602,601,1096036,306,Jun 14,3:30 PM,In-Aisle
1603,601,15831363,306,Jun 14,3:30 PM,Front End Cap
1604,630,1072330,306,Jun 30,5:53 PM,Side-Aisle End Cap
1605,725,13945141,400,Jul 3,5:39 PM,Side-Aisle End Cap
1606,786,878715,339,Nov 10,4:36 PM,Front End Cap
1607,715,1123842,415,Nov 14,10:46 AM,Rear Aisle
1608,718,846959,324,Mar 12,5:49 PM,Front End Cap
1609,607,1084203,372,Mar 14,6:14 PM,Rear End Cap
1610,725,828114,400,May 18,4:34 PM,Front End Cap
1611,764,896369,361,Jun 6,12:55 PM,In-Shelf
1612,601,1110244,32004,Aug 22,6:07 PM,In-Aisle
1613,622,1022053,356,Jul 9,7:07 PM,In-Aisle
1614,718,13940522,324,Jan 15,6:14 PM,Front End Cap
1615,718,13008342,324,Nov 4,6:39 PM,In-Aisle
1616,797,997856,450,Nov 6,4:51 PM,Other Location Display
1617,786,878715,339,Jan 25,8:07 AM,Mid-Aisle End Cap
1618,733,939323,298,Mar 4,3:39 PM,Rear End Cap
1619,699,10455568,408,Dec 28,2:44 PM,Front End Cap
1620,647,898068,343,Jan 12,1:43 PM,Rear End Cap
1621,601,829001,329,May 20,8:04 PM,In-Aisle
1622,771,911812,359,Sep 13,12:34 PM,In-Shelf
1623,766,964853,333,May 21,5:53 PM,Rear End Cap
1624,788,9527159,360,May 21,5:59 PM,In-Aisle
1625,715,910291,354,May 24,11:17 AM,Front Aisle
1626,699,1028166,408,Jun 7,1:53 PM,Rear End Cap
1627,696,1003188,31742,Nov 27,11:18 AM,Front End Cap
1628,647,1098066,438,Nov 27,8:20 PM,Other Location Display
1629,786,995242,339,Dec 3,11:08 AM,Front End Cap
1630,699,1077555,408,Dec 6,9:08 AM,In-Aisle
1631,718,859154,324,Dec 6,10:54 PM,Rear End Cap
1632,718,1007549,324,Apr 28,2:50 PM,Other Location Display
1633,786,981760,339,Jul 28,9:15 AM,Rear Aisle
1634,661,1138292,427,May 28,5:34 PM,Rear End Cap
1635,718,994928,324,May 30,12:43 PM,In-Aisle
1636,712,1098066,448,Jun 17,11:52 AM,In-Aisle
1637,788,1108168,360,Aug 18,12:17 PM,Other Location Display
1638,718,826249,324,Oct 20,1:04 PM,Other Location Display
1639,718,1096036,324,Oct 30,9:25 AM,Other Location Display
1640,718,9487885,324,Aug 29,5:36 PM,Rear Aisle
1641,788,1053690,313,Oct 2,1:24 PM,In-Aisle
1642,622,1050883,356,Jan 22,8:24 PM,Rear Aisle
1643,740,1027284,370,Jan 23,3:25 PM,Other Location Display
1644,766,994928,333,Dec 18,12:09 PM,In-Aisle
1645,766,1065593,333,Feb 11,12:22 PM,Rear End Cap
1646,706,7139529,343,Mar 30,6:18 PM,Other Location Display
1647,647,1087755,343,Dec 22,3:23 PM,Other Location Display
1648,797,961803,450,Feb 21,8:42 PM,In-Aisle
1649,699,15926863,408,Sep 12,1:15 PM,Other Location Display
1650,715,910291,354,May 19,1:33 PM,Front Aisle
1651,647,954351,343,Aug 30,2:52 PM,In-Aisle
1652,696,953320,31742,Jun 19,6:17 PM,Rear End Cap
1653,606,17235684,380,Oct 12,6:58 PM,Rear End Cap
1654,788,927191,360,Oct 16,7:27 PM,In-Shelf
1655,788,927191,360,Oct 19,9:26 AM,In-Shelf
1656,715,1123842,415,Nov 15,6:57 PM,Rear Aisle
1657,786,878715,339,Nov 16,9:09 AM,Front End Cap
1658,725,998558,400,Nov 18,12:33 PM,Rear End Cap
1659,779,9337369,343,Nov 23,12:13 AM,In-Aisle
1660,706,7166861,343,Mar 22,6:56 PM,Rear End Cap
1661,706,1105728,343,Mar 22,10:57 PM,Side-Aisle End Cap
1662,768,857849,323,May 24,8:31 PM,Other Location Display
1663,718,10309725,324,Aug 11,4:30 PM,Rear Aisle
1664,614,1045220,288,Oct 9,11:00 AM,Front End Cap
1665,607,931671,432,Oct 10,2:25 AM,Rear End Cap
1666,696,1126899,31742,Jun 30,1:32 PM,Front End Cap
1667,631,1042907,389,Oct 12,11:57 AM,Rear Aisle
1668,699,982790,408,Jul 20,4:08 PM,Rear Aisle
1669,718,1018007,324,Jul 20,5:08 PM,In-Aisle
1670,601,830887,329,Nov 9,12:33 PM,In-Shelf
1671,699,917033,408,Nov 13,1:14 PM,In-Aisle
1672,699,1127511,408,Nov 13,1:14 PM,Rear End Cap
1673,715,9835903,354,Dec 13,3:49 PM,Rear Aisle
1674,740,942525,404,Dec 14,7:45 PM,Rear Aisle
1675,712,940766,448,Aug 29,1:44 PM,Rear Aisle
1676,733,13876344,356,Jun 13,6:16 PM,Rear End Cap
1677,706,999198,343,Jun 29,10:45 AM,In-Aisle
1678,680,982790,424,Jun 30,6:28 PM,In-Shelf
1679,762,926025,31862,Jul 2,7:49 PM,Other Location Display
1680,715,857849,354,May 15,5:52 PM,Rear Aisle
1681,761,822407,343,Oct 11,6:38 PM,Front End Cap
1682,771,9553288,359,Jan 16,11:54 AM,Rear End Cap
1683,786,982958,339,Nov 24,8:25 AM,Mid-Aisle End Cap
1684,771,1085476,359,Dec 25,12:23 AM,Rear End Cap
1685,715,1136257,389,Mar 15,9:22 AM,Other Location Display
1686,699,6533608,408,Dec 28,2:44 PM,In-Aisle
1687,779,9527290,343,Feb 23,12:24 PM,Rear End Cap
1688,768,1043590,323,Jan 13,6:30 AM,Other Location Display
1689,631,865528,389,May 7,11:44 AM,Rear Aisle
1690,622,896369,322,Jul 23,6:38 PM,Rear Aisle
1691,788,911470,360,Sep 15,5:44 PM,Rear End Cap
1692,761,8090532,343,Aug 3,7:26 PM,In-Aisle
1693,725,826249,400,Sep 18,9:18 AM,In-Aisle
1694,699,5569471,408,Oct 24,6:11 PM,In-Aisle
1695,764,1029743,33923,Oct 26,8:29 PM,Front End Cap
1696,740,9483753,404,Oct 28,7:24 PM,In-Aisle
1697,740,9483753,404,Nov 1,7:14 PM,In-Aisle
1698,768,834117,323,Dec 7,10:50 AM,Rear Aisle
1699,712,829950,369,Mar 2,2:27 PM,Rear Aisle
1700,692,1034176,335,Oct 25,1:30 PM,Side-Aisle End Cap
1701,607,831712,432,Oct 26,9:27 PM,Other Location Display
1702,607,1119546,432,Oct 26,9:27 PM,Other Location Display
1703,786,972665,339,Jun 16,9:29 AM,Rear Aisle
1704,766,6533362,333,Sep 26,9:52 AM,Front Aisle
1705,788,849843,360,Oct 27,2:23 PM,Side-Aisle End Cap
1706,699,939346,408,Jan 22,1:47 PM,In-Shelf
1707,605,1044724,381,Nov 15,11:52 AM,Front End Cap
1708,712,9526410,448,Mar 3,3:06 PM,Other Location Display
1709,761,832678,343,Dec 3,10:44 AM,Rear End Cap
1710,680,1045220,424,Dec 6,5:54 PM,Rear End Cap
1711,753,862349,317,Dec 17,7:10 PM,Front End Cap
1712,715,842140,354,Apr 10,3:46 PM,Rear Aisle
1713,601,910032,384,Apr 10,6:01 PM,In-Aisle
1714,601,15452231,384,Apr 10,6:01 PM,Rear End Cap
1715,718,1034081,327,Feb 19,11:13 AM,Front End Cap
1716,631,987562,389,Aug 19,1:01 PM,Rear Aisle
1717,606,887526,446,Jul 22,5:35 PM,Front End Cap
1718,696,12171886,31742,Oct 13,5:58 PM,Front End Cap
1719,680,1130015,359,Oct 18,11:26 AM,Mid-Aisle End Cap
1720,761,849843,343,Nov 15,1:21 PM,In-Aisle
1721,725,937292,400,Nov 18,12:33 PM,Rear Aisle
1722,741,976199,315,Sep 10,8:24 PM,Side-Aisle End Cap
1723,699,1017195,408,Mar 17,8:14 PM,Front End Cap
1724,718,970866,324,May 9,5:17 PM,Rear End Cap
1725,631,1098066,389,May 2,12:30 PM,In-Aisle
1726,762,9854913,31862,Jun 12,8:46 AM,Side-Aisle End Cap
1727,768,825650,292,Jun 14,3:18 PM,In-Shelf
1728,764,856210,368,Aug 23,4:18 PM,Front End Cap
1729,699,1096783,408,Sep 25,3:41 PM,Rear Aisle
1730,762,991124,31862,Jul 31,7:57 AM,Side-Aisle End Cap
1731,779,909396,343,Sep 4,9:00 PM,Rear Aisle
1732,696,994928,31742,Mar 7,7:54 PM,Rear Aisle
1733,788,1049708,360,Apr 15,11:16 AM,Other Location Display
1734,761,990797,343,Jul 16,12:12 PM,In-Aisle
1735,761,1053690,343,May 10,10:42 PM,In-Aisle
1736,680,12487759,424,Sep 2,4:37 PM,Rear Aisle
1737,699,1037340,408,Sep 30,8:46 AM,In-Aisle
1738,725,929433,400,Jul 3,5:39 PM,In-Aisle
1739,715,1106422,415,Nov 14,10:46 AM,Side-Aisle End Cap
1740,696,1126899,31742,Sep 17,3:48 PM,Front End Cap
1741,622,1092937,356,Jun 20,7:04 PM,Rear Aisle
1742,696,966479,31742,Aug 21,11:45 AM,Rear Aisle
1743,788,5570048,313,Aug 22,1:00 PM,Front Aisle
1744,740,824028,404,Jul 11,2:03 PM,Side-Aisle End Cap
1745,647,940980,343,Sep 28,10:28 PM,In-Aisle
1746,630,9526410,306,Jan 17,2:16 PM,Other Location Display
1747,779,9527160,343,Feb 27,6:16 PM,Side-Aisle End Cap
1748,797,1071939,450,Nov 6,4:51 PM,Rear Aisle
1749,706,884945,32004,Jan 18,11:29 AM,Other Location Display
1750,788,913785,313,Nov 20,1:46 PM,Rear End Cap
1751,647,8090509,343,Mar 4,10:00 PM,In-Aisle
1752,706,1013321,32004,Feb 6,6:41 PM,Rear End Cap
1753,788,7441391,360,Jul 12,9:46 AM,In-Aisle
1754,696,1119550,31742,May 6,4:44 PM,Rear Aisle
1755,647,909129,438,Sep 13,4:09 PM,Other Location Display
1756,771,880384,424,Jul 24,10:24 AM,Front End Cap
1757,786,871252,339,Sep 26,8:57 AM,Mid-Aisle End Cap
1758,630,871756,306,Aug 3,12:03 PM,Rear End Cap
1759,771,928238,359,Jun 23,9:07 PM,Front Aisle
1760,680,12487759,424,Sep 6,3:43 PM,Rear Aisle
1761,622,14025531,298,Aug 14,5:17 PM,Side-Aisle End Cap
1762,786,5569230,448,Oct 29,12:44 PM,Side-Aisle End Cap
1763,768,845894,323,Nov 27,6:37 AM,Rear End Cap
1764,631,999270,389,Apr 28,4:11 PM,Rear Aisle
1765,722,10118257,359,Apr 22,1:25 PM,Other Location Display
1766,712,1001298,448,May 9,1:16 PM,In-Aisle
1767,605,964133,369,Oct 17,12:53 PM,Mid-Aisle End Cap
1768,761,825665,343,Aug 6,6:07 PM,Rear Aisle
1769,631,987562,389,May 30,6:22 PM,In-Aisle
1770,607,1062966,372,Jun 15,11:32 AM,Rear Aisle
1771,696,1126899,31742,Sep 21,6:52 PM,Front End Cap
1772,725,826249,400,Oct 11,2:33 PM,In-Aisle
1773,712,823704,448,Aug 19,11:01 AM,Rear Aisle
1774,797,880427,450,Nov 18,4:33 PM,In-Aisle
1775,614,9527160,288,Feb 3,7:46 AM,Front End Cap
1776,680,819255,424,Apr 2,6:02 PM,In-Shelf
1777,731,1117059,355,May 18,8:15 PM,Other Location Display
1778,753,10285442,396,Aug 31,6:51 PM,Other Location Display
1779,768,1127624,323,Aug 10,2:09 PM,Rear End Cap
1780,716,883404,400,Oct 15,3:53 PM,Other Location Display
1781,786,989069,339,Apr 25,4:51 PM,Rear Aisle
1782,768,5591814,323,Apr 29,6:13 AM,In-Aisle
1783,601,849870,306,Mar 1,5:03 PM,Rear End Cap
1784,647,951590,384,Mar 4,4:15 PM,In-Aisle
1785,788,6534404,360,Mar 5,9:54 AM,In-Aisle
1786,788,822407,360,May 13,12:47 PM,In-Shelf
1787,764,1061220,346,May 14,7:54 PM,In-Aisle
1788,680,988791,424,Oct 25,3:29 PM,Rear End Cap
1789,718,5563934,324,Aug 17,4:36 PM,Rear Aisle
1790,631,1045515,389,Jun 16,5:01 PM,Other Location Display
1791,696,909086,31742,Jun 20,3:18 PM,In-Aisle
1792,661,856772,427,Jul 7,10:44 PM,In-Aisle
1793,768,895039,323,Oct 17,6:19 AM,Rear End Cap
1794,733,7157395,356,Feb 1,4:04 PM,Front End Cap
1795,718,1127716,324,Dec 1,4:36 PM,Other Location Display
1796,699,6463984,408,Mar 28,7:18 PM,Rear End Cap
1797,768,1039937,323,Dec 23,7:00 AM,In-Aisle
1798,761,923003,343,Apr 29,10:08 PM,Rear End Cap
1799,768,1047944,323,Sep 12,3:45 PM,In-Shelf
1800,614,982955,288,Apr 30,11:14 AM,Mid-Aisle End Cap
1801,712,820347,448,Jul 12,12:38 PM,Rear End Cap
1802,768,1096036,323,May 3,5:28 PM,In-Aisle
1803,786,822785,339,Jul 20,9:02 AM,Other Location Display
1804,647,9881593,438,Jul 21,6:12 PM,In-Aisle
1805,715,8160319,389,Aug 8,8:00 AM,In-Aisle
1806,718,1034343,324,Jun 21,1:05 AM,Mid-Aisle End Cap
1807,647,8090521,343,Sep 4,12:14 PM,In-Shelf
1808,647,8090537,438,Oct 19,2:48 PM,In-Aisle
1809,788,17900896,360,Nov 17,11:57 AM,Front Aisle
1810,631,1043035,389,Nov 18,12:00 PM,Other Location Display
1811,788,963727,360,Nov 23,8:35 PM,In-Aisle
1812,715,972041,354,Apr 12,1:30 PM,Rear Aisle
1813,631,1045515,389,Jun 12,4:24 PM,Other Location Display
1814,605,965772,369,Sep 24,1:11 PM,Other Location Display
1815,768,7410215,323,Sep 25,1:29 PM,Front End Cap
1816,768,1101449,323,Aug 26,6:37 AM,In-Shelf
1817,762,1104414,391,Apr 7,8:58 PM,Front End Cap
1818,718,859010,327,Feb 9,2:49 PM,Other Location Display
1819,788,978077,313,Feb 9,6:28 PM,Rear Aisle
1820,712,1038217,369,Jan 3,11:11 AM,Front Aisle
1821,631,1038217,389,Apr 21,2:58 PM,Rear End Cap
1822,788,871252,360,Jun 14,3:50 PM,Front End Cap
1823,725,868764,400,Aug 6,1:56 PM,In-Aisle
1824,725,868764,400,Aug 7,2:25 PM,In-Aisle
1825,715,976480,415,Nov 14,10:46 AM,Side-Aisle End Cap
1826,661,1108168,427,Apr 19,6:47 PM,Rear End Cap
1827,715,882441,354,Apr 20,1:16 PM,Rear End Cap
1828,715,882441,354,Apr 20,1:18 PM,Rear End Cap
1829,718,857849,324,May 4,5:39 PM,Other Location Display
1830,696,847374,31742,Sep 24,11:11 AM,Side-Aisle End Cap
1831,740,1018865,404,Jul 11,2:03 PM,Side-Aisle End Cap
1832,607,924804,432,Jul 13,8:29 PM,Rear End Cap
1833,725,1096036,400,Nov 20,2:45 PM,In-Aisle
1834,661,1079074,427,Nov 22,7:41 PM,Other Location Display
1835,718,1092026,324,Aug 31,12:38 PM,In-Aisle
1836,761,868764,343,Sep 20,12:43 PM,In-Aisle
1837,731,1128744,384,Sep 6,3:31 PM,In-Shelf
1838,718,1098066,324,Oct 19,7:15 PM,In-Aisle
1839,631,1128016,389,Apr 28,4:11 PM,Rear End Cap
1840,607,981222,372,Apr 23,9:01 PM,Rear Aisle
1841,722,1107973,359,Apr 10,3:15 PM,In-Aisle
1842,768,1029743,323,May 6,12:28 PM,Other Location Display
1843,718,965772,324,Aug 17,4:36 PM,Other Location Display
1844,725,1110244,400,Oct 20,2:50 PM,Rear End Cap
1845,771,940947,359,Jul 3,9:07 PM,In-Aisle
1846,607,924804,432,Jul 8,11:27 AM,Rear End Cap
1847,786,823704,339,Sep 7,9:03 AM,Rear Aisle
1848,607,1070820,372,Jul 23,8:16 PM,Other Location Display
1849,740,5569374,370,Jan 23,3:25 PM,In-Aisle
1850,779,1071939,343,Mar 27,8:46 PM,Other Location Display
1851,661,898432,427,Dec 21,3:32 PM,Front End Cap
1852,718,1124505,324,Jan 4,2:56 PM,Other Location Display
1853,716,10342102,296,Jan 10,3:10 PM,Front End Cap
1854,614,827180,288,Aug 20,6:27 PM,In-Shelf
1855,725,916381,400,Jul 20,3:42 PM,In-Aisle
1856,768,1071333,323,Jun 1,2:17 PM,Rear End Cap
1857,718,1092026,324,Sep 16,5:47 PM,In-Aisle
1858,605,1126899,369,Aug 30,4:12 PM,Front End Cap
1859,601,916990,306,Jun 3,6:47 PM,Side-Aisle End Cap
1860,771,958046,293,Sep 27,7:54 PM,Rear End Cap
1861,718,988957,324,Oct 17,5:58 PM,Side-Aisle End Cap
1862,607,833025,432,Mar 30,7:18 PM,In-Shelf
1863,718,857849,324,May 2,10:35 AM,Other Location Display
1864,607,833025,432,Mar 25,11:37 AM,In-Shelf
1865,661,879504,427,Aug 15,4:00 PM,Mid-Aisle End Cap
1866,622,8090521,298,Jun 12,11:35 AM,Rear Aisle
1867,761,6424447,343,Oct 29,8:14 PM,Rear Aisle
1868,605,1130692,448,Jun 30,5:47 PM,Rear End Cap
1869,766,883299,333,Sep 3,8:06 PM,Rear Aisle
1870,762,856888,31862,Nov 13,3:44 PM,Front End Cap
1871,630,965766,306,Apr 14,5:21 PM,In-Aisle
1872,725,842140,400,Dec 16,5:42 PM,In-Aisle
1873,647,13381915,343,Mar 16,12:19 PM,Rear End Cap
1874,768,845705,323,Feb 18,6:28 AM,In-Aisle
1875,771,1108094,359,Mar 17,8:27 PM,Other Location Display
1876,718,12171387,324,Apr 27,3:53 PM,Rear End Cap
1877,788,896446,318,May 14,5:36 PM,In-Shelf
1878,718,1092026,324,Aug 28,6:05 PM,In-Aisle
1879,761,868764,343,Aug 28,9:10 PM,In-Aisle
1880,786,898068,339,May 26,4:54 PM,Rear Aisle
1881,788,839419,360,Jun 14,3:50 PM,Rear Aisle
1882,718,1092026,324,Sep 19,5:42 PM,In-Aisle
1883,768,896369,323,Sep 30,9:08 AM,Other Location Display
1884,715,1044805,415,Nov 11,5:47 PM,Rear End Cap
1885,715,1044805,415,Nov 13,9:36 AM,Rear End Cap
1886,706,1075214,343,Oct 31,1:48 PM,Rear End Cap
1887,768,5588161,323,Oct 21,6:30 AM,Other Location Display
1888,740,12132319,404,Jul 11,2:03 PM,Rear End Cap
1889,718,893593,324,Dec 7,4:49 PM,Side-Aisle End Cap
1890,601,951590,306,Apr 8,1:33 PM,In-Aisle
1891,762,948891,391,Mar 20,8:24 PM,Side-Aisle End Cap
1892,733,5569471,356,Jan 14,12:26 PM,In-Aisle
1893,761,1041796,343,Sep 13,9:36 PM,Front End Cap
1894,725,871756,400,Aug 27,3:11 PM,Rear End Cap
1895,715,1130858,415,Aug 31,2:25 PM,Rear Aisle
1896,718,1110964,324,Aug 31,12:38 PM,Front End Cap
1897,725,1122115,400,Sep 18,9:18 AM,Front End Cap
1898,661,5569230,427,Oct 24,5:50 PM,Front End Cap
1899,696,13416453,31742,Oct 27,2:23 PM,In-Aisle
1900,761,927191,343,Oct 28,11:37 AM,In-Shelf
1901,680,1010029,424,Dec 1,4:22 PM,Side-Aisle End Cap
1902,718,835029,324,Feb 27,9:51 AM,Front End Cap
1903,718,849843,324,Apr 7,12:57 PM,In-Aisle
1904,788,5569845,360,Mar 5,9:54 AM,In-Aisle
1905,607,937571,432,May 28,10:30 AM,Other Location Display
1906,630,994928,306,May 29,6:55 PM,In-Aisle
1907,630,1014860,306,Oct 7,3:22 PM,In-Aisle
1908,788,1076875,360,Oct 11,12:31 PM,In-Aisle
1909,630,834117,306,Jun 19,9:01 PM,Other Location Display
1910,606,823709,446,Jul 3,8:38 PM,In-Shelf
1911,718,859010,324,Jan 22,4:54 PM,Other Location Display
1912,718,944139,324,Jan 24,6:06 PM,Rear End Cap
1913,722,959987,359,Mar 8,5:54 PM,In-Shelf
1914,779,9527160,343,Mar 8,4:27 PM,Side-Aisle End Cap
1915,788,8090537,360,Mar 9,1:10 PM,In-Aisle
1916,718,1013784,324,Jan 4,2:56 PM,In-Aisle
1917,753,13382327,396,Jan 5,5:50 PM,Front End Cap
1918,696,983584,31742,Jan 8,11:45 AM,Front End Cap
1919,718,10180324,324,Jun 4,3:11 PM,Rear Aisle
1920,718,859075,324,Jun 21,5:06 PM,Side-Aisle End Cap
1921,715,1094955,415,Nov 17,10:39 AM,Rear End Cap
1922,725,990688,400,Apr 5,10:09 AM,Front End Cap
1923,725,990688,400,Apr 6,1:15 PM,Front End Cap
1924,631,940947,389,Apr 21,5:28 PM,Side-Aisle End Cap
1925,715,5572884,389,Mar 16,12:42 PM,Rear End Cap
1926,718,9935635,324,May 9,7:53 PM,Rear End Cap
1927,712,904129,448,May 25,10:21 AM,Other Location Display
1928,696,5563739,31742,Jun 12,11:00 AM,Front End Cap
1929,606,1072968,446,Aug 24,6:44 PM,Rear End Cap
1930,606,1072968,446,Aug 25,10:59 PM,Rear End Cap
1931,725,1038217,400,Sep 25,1:21 PM,In-Shelf
1932,768,9420021,323,Nov 28,6:52 AM,Rear Aisle
1933,718,883404,327,Nov 29,6:31 PM,Other Location Display
1934,630,6464147,306,Apr 14,5:21 PM,Front End Cap
1935,696,1098066,338,Dec 16,10:00 AM,In-Aisle
1936,725,910032,400,Apr 11,5:16 PM,Rear Aisle
1937,797,1128182,450,Feb 19,4:43 PM,Rear End Cap
1938,761,1041796,343,Sep 10,9:46 AM,Front End Cap
1939,761,1098066,343,May 10,10:42 PM,Other Location Display
1940,731,859075,329,Oct 2,5:34 PM,In-Aisle
