,householdid,productid,weeknum,salesvalue,productdesc,productsubdesc,qty,cartid,storeid,daynum,transactiontime,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
2562,786,1106523,30,2.24,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,30036100246,339,208,0915,Front End Cap,-0.25,0.0,0.0
2563,788,985893,20,2.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,28648295674,360,132,1247,Rear Aisle,0.0,0.0,0.0
2564,607,1046587,31,2.5,COLD CEREAL,KIDS CEREAL,1,30054361165,372,214,2345,Rear End Cap,-1.79,0.0,0.0
2565,718,1013321,31,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,2,30054827652,324,214,1700,Other Location Display,-0.1,0.0,0.0
2566,788,1041796,37,1.88,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,30823027129,360,256,1820,Front End Cap,-1.51,0.0,0.0
2567,786,881443,31,2.29,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1,30055145360,339,215,0959,Other Location Display,0.0,0.0,0.0
2568,718,1098066,23,0.89,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,29094926251,324,159,1333,Other Location Display,-0.1,0.0,0.0
2569,606,846417,24,2.5,BAG SNACKS,DIPS (NON-REFRIGERATED),1,29114697793,446,160,2227,Rear End Cap,-0.39,0.0,0.0
2570,740,5591814,27,2.0,CHEESE,SHREDDED CHEESE,1,29484856407,404,185,1427,Side-Aisle End Cap,-1.99,0.0,0.0
2571,725,913785,47,2.0,CONDIMENTS/SAUCES,CATSUP,2,31804031454,400,323,1445,Rear End Cap,-1.24,0.0,0.0
2572,786,1106523,49,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,32008565294,339,341,0944,Front End Cap,0.0,0.0,0.0
2573,771,976998,58,0.5,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,32956732052,359,402,1856,Front End Cap,-0.07,0.0,0.0
2574,762,1104778,64,8.99,HOUSEHOLD CLEANG NEEDS,TOOLS - FLOOR & FURNITURE,1,33493798021,391,443,2024,Front End Cap,0.0,0.0,0.0
2575,605,826249,68,0.88,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,34032906351,369,474,2023,Front End Cap,-0.41,0.0,0.0
2576,605,980727,68,0.75,CONDIMENTS/SAUCES,CATSUP,1,34032906351,369,474,2023,Other Location Display,-0.79,-0.25,-0.25
2577,718,826249,80,1.19,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,40186885957,324,558,1242,In-Aisle,-0.1,0.0,0.0
2578,725,1041796,87,1.88,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,40739701481,400,603,1511,Front End Cap,-1.51,0.0,0.0
2579,764,1124695,77,2.0,FROZEN PIZZA,PIZZA/TRADITIONAL,1,35730093783,33923,534,1626,Front End Cap,-0.2,0.0,0.0
2580,788,1076738,88,1.0,DRY SAUCES/GRAVY,GRAVY CAN/GLASS,1,40826732303,360,610,1646,In-Shelf,-0.89,0.0,0.0
2581,716,7410013,84,1.0,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,40510582657,400,585,1651,Front End Cap,-0.59,0.0,0.0
2582,740,948953,88,9.0,BATTERIES,ALKALINE BATTERIES,2,40841056780,404,611,1434,Front End Cap,-1.58,0.0,0.0
2583,712,15972298,93,5.99,BATH TISSUES,TOILET TISSUE,1,41440126621,369,647,1116,Rear End Cap,-3.0,0.0,0.0
2584,788,14077333,93,1.67,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1,41466765324,360,649,1102,Rear End Cap,-1.2,0.0,0.0
2585,712,1081262,11,5.39,FROZEN PIZZA,PIZZA/TRADITIONAL,1,27841336281,369,72,1057,Mid-Aisle End Cap,0.0,0.0,0.0
2586,630,8160065,20,0.66,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE,2,28732876678,355,135,1451,Front Aisle,0.0,0.0,0.0
2587,788,1041796,37,3.76,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,2,30818911014,360,254,1413,Front End Cap,-3.02,0.0,0.0
2588,712,1018007,22,3.99,CHEESE,SHREDDED CHEESE,1,28853590890,448,146,1320,Rear Aisle,-2.0,0.0,0.0
2589,768,942792,22,1.0,LUNCHMEAT,HAM,1,28919674223,323,150,1840,Rear Aisle,-0.99,0.0,0.0
2590,699,902167,61,1.0,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,33192136305,408,421,1608,Front End Cap,-0.29,0.0,0.0
2591,680,1069979,24,1.34,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,1,29183217629,424,166,1613,Rear Aisle,-0.45,0.0,0.0
2592,696,1126899,41,4.98,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2,31184528642,31742,283,2315,Front End Cap,0.0,0.0,0.0
2593,761,6463717,44,3.0,ICE CREAM/MILK/SHERBTS,PREMIUM,1,31468120261,343,301,2014,Mid-Aisle End Cap,-1.79,0.0,0.0
2594,647,940947,43,5.0,HEAT/SERVE,ENTREES,2,31344167729,438,293,1810,Rear Aisle,-0.98,0.0,0.0
2595,764,6034857,61,1.0,TOMATOES,TOMATOES GRAPE,1,33203905222,33923,422,0925,In-Aisle,-1.5,0.0,0.0
2596,605,965772,55,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,32630382392,369,380,1352,Other Location Display,-0.65,0.0,0.0
2597,787,823775,47,3.99,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,31869160525,443,327,1139,In-Aisle,-2.2,0.0,0.0
2598,699,1131438,64,2.5,DINNER SAUSAGE,RED,1,33460621929,408,441,1908,Rear Aisle,-1.49,0.0,0.0
2599,696,1060529,67,3.76,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,2,33919165315,31742,465,0938,Other Location Display,-0.88,0.0,0.0
2600,712,999270,60,5.0,BACON,ECONOMY,2,33094870647,448,413,1232,Rear Aisle,-2.98,0.0,0.0
2601,696,993466,60,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,33106762424,448,414,2055,In-Aisle,-1.09,0.0,0.0
2602,680,8090513,69,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,34133596706,424,481,1426,Side-Aisle End Cap,-2.09,0.0,0.0
2603,740,976199,91,3.76,BUTTER,BUTTER,2,41238577676,404,632,1841,In-Aisle,-1.16,0.0,0.0
2604,766,923746,84,1.55,EGGS,EGGS - LARGE,1,40460547449,333,580,1641,Rear Aisle,0.0,0.0,0.0
2605,718,1088836,79,1.19,HISPANIC,MEXICAN PEPPERS CHILIES,1,40025940647,324,545,1210,Rear Aisle,-0.1,0.0,0.0
2606,768,7166865,85,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,1,40595567636,343,591,1354,Front End Cap,-2.71,0.0,0.0
2607,764,913490,89,1.0,FROZEN PIZZA,PIZZA/ECONOMY,1,40899936099,33923,616,1508,Other Location Display,0.0,0.0,0.0
2608,766,1102845,98,4.99,COFFEE,GROUND COFFEE,1,41878755657,322,680,1430,Other Location Display,-0.5,0.0,0.0
2609,768,17249789,98,6.99,FROZEN CHICKEN,FRZN BREADED PREPARED CHICK,1,41904403096,323,682,1738,Front End Cap,-3.0,0.0,0.0
2610,696,920425,101,14.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,1,42135752295,31742,699,1952,Side-Aisle End Cap,0.0,0.0,0.0
2611,722,5592094,18,3.0,CHEESE,SHREDDED CHEESE,1,28405955569,359,118,1139,In-Aisle,-0.99,0.0,0.0
2612,712,1131344,14,2.5,DINNER SAUSAGE,SMOKED/COOKED,1,28093175416,448,93,1035,Rear Aisle,-0.49,0.0,0.0
2613,692,887897,17,2.0,FRZN NOVELTIES/WTR ICE,WATER ICE,1,28331557733,335,112,1903,Rear End Cap,-0.79,0.0,0.0
2614,755,850058,10,1.0,MILK BY-PRODUCTS,COTTAGE CHEESE,1,27732927169,388,63,1725,In-Aisle,-0.59,0.0,0.0
2615,725,1038217,38,1.0,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,30871725831,400,259,1210,In-Shelf,-0.39,0.0,0.0
2616,680,9365106,23,3.29,HOT DOGS,PREMIUM - MEAT,2,29035337176,424,157,1616,Rear Aisle,-3.29,0.0,0.0
2617,718,1013928,33,10.0,PREPAID WIRELESS&ACCESSORIES,PREPAID WIRELESS CARDS,1,30202612043,324,225,1747,Other Location Display,0.0,0.0,0.0
2618,630,1105917,35,2.5,BUTTER,BUTTER,1,30662683547,306,243,2028,In-Aisle,-1.39,0.0,0.0
2619,787,1098407,43,1.0,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,31355697448,443,294,1849,In-Shelf,-0.59,0.0,0.0
2620,761,12384565,28,11.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,29673034904,343,194,1746,Front End Cap,-3.0,0.0,0.0
2621,768,1029743,46,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,31747735278,323,319,0858,Front End Cap,0.0,0.0,0.0
2622,630,898212,57,1.77,BAG SNACKS,TORTILLA/NACHO CHIPS,1,32849350941,306,396,1246,Other Location Display,-0.82,0.0,0.0
2623,718,849843,57,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,32872755779,324,397,1249,Other Location Display,-0.09,0.0,0.0
2624,741,998373,53,1.0,CANNED MILK,CANNED MILK,1,32445912315,315,369,2003,Other Location Display,-0.39,0.0,0.0
2625,647,7025250,96,2.0,COOKIES/CONES,SPECIALTY COOKIES,1,41704892891,438,667,2021,In-Shelf,-0.99,0.0,0.0
2626,718,956609,16,1.0,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,3,28258021778,324,106,1641,Other Location Display,-1.67,0.0,0.0
2627,788,896446,20,0.89,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,28648295674,360,132,1247,In-Shelf,-0.5,0.0,0.0
2628,788,8090537,20,3.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,28648295674,360,132,1247,In-Aisle,-1.59,0.0,0.0
2629,788,8090545,20,3.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,28648295674,360,132,1247,In-Aisle,-1.59,0.0,0.0
2630,614,964521,37,3.0,COLD CEREAL,ALL FAMILY CEREAL,1,30793176705,288,253,1946,Front End Cap,-2.79,0.0,0.0
2631,718,1042907,21,0.0,BACON,PREMIUM,1,28788866857,324,141,1718,Rear Aisle,-3.79,0.0,0.0
2632,740,10456351,21,1.88,BAG SNACKS,BAGGED CHEESE SNACKS,1,28789962310,370,143,1509,In-Aisle,-0.61,0.0,0.0
2633,699,956609,24,0.8,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,2,29124941143,408,161,1348,Rear End Cap,-0.98,0.0,0.0
2634,788,8090521,33,3.34,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,30229220221,360,227,0944,In-Aisle,-1.25,0.0,0.0
2635,706,989069,24,2.99,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,29157364719,384,164,2031,Rear Aisle,0.0,0.0,0.0
2636,786,989069,40,5.58,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,2,31046490839,339,272,1310,Other Location Display,-0.4,0.0,0.0
2637,647,914190,36,3.0,CHEESE,CREAM CHEESE,3,30701111473,343,246,1732,In-Aisle,-2.97,0.0,0.0
2638,605,965772,52,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,32204706455,369,356,1141,Other Location Display,-0.65,0.0,0.0
2639,766,13115391,59,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,33041689493,333,410,2008,Front Aisle,-0.65,0.0,0.0
2640,699,9487780,52,1.25,CANDY - PACKAGED,MINTS CANDY & BREATH (NOT LIF,1,32259591301,408,361,1444,Front End Cap,-0.74,0.0,0.0
2641,622,1134522,66,1.0,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,33660200606,298,454,1131,Rear Aisle,-0.09,0.0,0.0
2642,786,909894,67,1.9,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,33920057541,339,466,1944,Front End Cap,0.0,0.0,0.0
2643,718,1098066,80,1.19,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,40186885957,324,558,1242,In-Aisle,-0.1,0.0,0.0
2644,696,16122830,92,12.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,1,41382772069,31742,642,1430,Side-Aisle End Cap,0.0,0.0,0.0
2645,622,17179856,93,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,1,41453443433,298,649,1813,In-Aisle,-0.12,0.0,0.0
2646,631,927191,99,2.0,SEAFOOD - SHELF STABLE,TUNA,4,41945006971,389,685,1624,Other Location Display,-0.08,0.0,0.0
2647,607,956609,11,2.0,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,5,27829062035,450,71,1641,Front End Cap,-2.45,0.0,0.0
2648,718,874500,11,0.2,CANDY - CHECKLANE,CHEWING GUM,1,27829376048,324,71,1312,Front Aisle,-0.05,0.0,0.0
2649,786,12263560,32,1.97,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE W/FLOUR,1,30118051141,339,218,1452,Front End Cap,-1.12,0.0,0.0
2650,699,12263156,32,2.99,AIR CARE,AIR CARE - AEROSOLS,1,30174000137,408,221,0848,In-Aisle,0.0,0.0,0.0
2651,740,917381,32,1.59,BAKING NEEDS,PIE FILLING MINCEMEAT GLAZES,1,30174266337,404,221,1402,In-Shelf,-0.6,0.0,0.0
2652,718,1051686,44,6.29,DIAPERS & DISPOSABLES,BABY DIAPERS,1,31468111728,324,301,1628,Rear End Cap,-0.7,0.0,0.0
2653,786,989069,26,2.74,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,29353965258,339,180,0921,Rear Aisle,-0.25,0.0,0.0
2654,718,849843,57,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,32823971732,324,393,1726,Other Location Display,-0.09,0.0,0.0
2655,788,1108131,20,2.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,28648295674,360,132,1247,Other Location Display,0.0,0.0,0.0
2656,718,981760,42,2.18,EGGS,EGGS - X-LARGE,2,31269220713,324,289,1217,In-Aisle,-0.2,0.0,0.0
2657,768,859075,43,1.5,CHEESE,SHREDDED CHEESE,1,31390023370,323,297,1904,In-Aisle,-0.39,0.0,0.0
2658,631,937292,32,5.0,BACON,ECONOMY,2,30215743079,389,222,1639,Rear Aisle,-2.98,0.0,0.0
2659,718,1013149,27,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,2,29484475488,324,183,1107,In-Shelf,-0.1,0.0,0.0
2660,766,924092,55,1.0,SOFT DRINKS,JUICE (UNDER 10% JUICE),1,32672297178,333,383,1513,Rear End Cap,-0.49,0.0,0.0
2661,718,1096036,46,1.64,CHEESE,IWS SINGLE CHEESE,1,31711546504,324,316,1558,Other Location Display,-0.18,0.0,0.0
2662,718,910745,47,0.94,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,2,31804151811,324,323,1706,Rear End Cap,-0.1,0.0,0.0
2663,741,902956,50,8.97,SEAFOOD - FROZEN,FRZN MISC SEAFOOD,3,32041042221,315,342,2142,Rear Aisle,0.0,0.0,0.0
2664,771,958046,52,2.0,FRUIT - SHELF STABLE,PINEAPPLE,2,32231915305,359,358,1011,In-Shelf,-0.98,0.0,0.0
2665,696,835278,60,3.0,ICE CREAM/MILK/SHERBTS,PREMIUM,1,33065301077,31742,412,1509,Front End Cap,-2.39,0.0,0.0
2666,712,825665,52,3.0,COOKIES/CONES,GRAHAM CRACKERS,1,32259756171,448,361,1409,In-Aisle,-0.49,0.0,0.0
2667,762,13842037,61,2.29,BAKED BREAD/BUNS/ROLLS,SANDWICH BUNS,1,33168208233,391,419,2023,Front End Cap,0.0,0.0,0.0
2668,630,906838,61,4.5,FROZEN PIZZA,PIZZA/PREMIUM,1,33180406477,306,420,1617,Front End Cap,-0.98,0.0,0.0
2669,762,10456655,73,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,34762172165,316,504,1659,In-Aisle,-0.35,0.0,0.0
2670,622,893501,73,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,34812112702,356,505,1918,In-Aisle,-1.42,0.0,0.0
2671,761,1039589,82,1.0,BAG SNACKS,PRETZELS,1,40300676440,343,567,1141,In-Aisle,0.0,0.0,0.0
2672,601,852521,75,1.89,HISPANIC,MEXICAN SAUCESSALSAPICANTEE,1,35334027041,306,518,1847,Side-Aisle End Cap,0.0,0.0,0.0
2673,630,941734,93,1.5,SHORTENING/OIL,COOKING SPRAYS,1,41426815868,306,646,1321,In-Shelf,-0.12,0.0,0.0
2674,764,935284,99,2.0,FROZEN PIZZA,PIZZA/ECONOMY,2,42030538170,33923,691,2037,Other Location Display,0.0,0.0,0.0
2675,762,927191,100,0.94,SEAFOOD - SHELF STABLE,TUNA,2,42039459139,391,692,1933,Front End Cap,-0.1,0.0,0.0
2676,715,7410347,11,9.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,27853006457,354,73,1725,In-Shelf,-4.3,0.0,0.0
2677,755,1089954,30,2.99,SALD DRSNG/SNDWCH SPRD,SANDWICH SAUCE HORSERADISH SA,1,30036316251,433,208,1248,Other Location Display,0.0,0.0,0.0
2678,722,5592094,37,3.0,CHEESE,SHREDDED CHEESE,1,30822421627,359,255,1601,In-Aisle,-0.99,0.0,0.0
2679,712,937928,42,1.0,MEAT - SHELF STABLE,CHILI: CANNED,1,31316965685,448,291,1206,In-Shelf,-1.19,0.0,0.0
2680,631,937292,32,2.5,BACON,ECONOMY,1,30118296893,389,218,1555,Rear Aisle,-1.49,0.0,0.0
2681,631,999270,40,2.5,BACON,ECONOMY,1,31114782019,389,277,1131,Rear Aisle,-1.49,0.0,0.0
2682,768,983000,41,2.0,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,31134676970,323,279,1426,Rear Aisle,-1.49,0.0,0.0
2683,768,1053690,41,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,31134676970,323,279,1426,Rear Aisle,-0.71,0.0,0.0
2684,715,9858947,22,0.66,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,28941516072,354,152,1532,Front Aisle,0.0,0.0,0.0
2685,607,1106523,24,2.49,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,29182956329,372,166,2300,Side-Aisle End Cap,0.0,0.0,0.0
2686,788,8090532,25,12.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5,29194856270,289,167,1642,Side-Aisle End Cap,-10.45,-2.5,0.0
2687,607,1068719,25,1.98,SUGARS/SWEETNERS,SUGAR,2,29238483023,432,169,2235,Other Location Display,-2.0,0.0,0.0
2688,607,906202,34,1.66,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,1,30515129308,372,230,1858,Front End Cap,-2.13,0.0,0.0
2689,692,849843,44,1.0,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,31468465777,335,302,1317,Side-Aisle End Cap,-0.29,0.0,0.0
2690,788,1138487,26,2.0,HOT CEREAL,INSTANT OATMEAL,1,29352959837,313,178,2319,Rear End Cap,-1.89,0.0,0.0
2691,647,951221,41,1.66,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,1,31198427156,343,284,1831,In-Aisle,-0.23,0.0,0.0
2692,699,999563,64,2.0,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,33460621929,408,441,1908,Front End Cap,-1.19,0.0,0.0
2693,605,883817,53,1.0,DINNER MXS:DRY,SKILLET DINNERS,1,32408585625,339,365,1217,In-Shelf,-1.59,0.0,0.0
2694,631,6463742,69,2.29,CHEESE,SHREDDED CHEESE,1,34073310818,389,477,1222,In-Aisle,-1.7,0.0,0.0
2695,706,823704,69,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,34137538010,343,478,1519,In-Aisle,-1.29,0.0,0.0
2696,706,1077439,69,5.0,MISC. DAIRY,MISC DAIRY REFIGERATED,5,34137538010,343,478,1519,In-Aisle,-10.95,0.0,0.0
2697,692,905868,91,1.0,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,41212221236,335,630,1331,Side-Aisle End Cap,-0.29,0.0,0.0
2698,630,981760,86,1.76,EGGS,EGGS - X-LARGE,2,40703451139,306,600,1319,In-Aisle,-0.42,0.0,0.0
2699,768,838602,72,1.0,FROZEN PIZZA,PIZZA/ECONOMY,1,34642428791,323,501,1910,Front End Cap,0.0,0.0,0.0
2700,786,989069,72,2.5,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,34664795303,339,502,0929,Rear Aisle,-0.49,0.0,0.0
2701,630,897125,75,4.0,CHEESE,GRATED CHEESE,2,35463651026,306,521,1410,In-Shelf,-0.76,0.0,0.0
2702,631,1136257,75,1.67,CHEESE,SHREDDED CHEESE,1,35463701256,389,521,1337,Other Location Display,-0.11,0.0,0.0
2703,614,905636,83,2.0,COLD CEREAL,KIDS CEREAL,1,40436255517,288,579,1243,Rear End Cap,-0.69,0.0,0.0
2704,771,847789,75,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,35486310496,359,523,1106,Side-Aisle End Cap,-0.3,0.0,0.0
2705,725,14077333,84,1.69,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1,40484756074,400,582,1356,Front End Cap,-1.46,0.0,0.0
2706,699,15926863,92,1.88,BAG SNACKS,POTATO CHIPS,1,41310755143,408,637,0834,Side-Aisle End Cap,-0.62,0.0,0.0
2707,762,15716933,98,4.49,HAIR CARE PRODUCTS,SHAMPOO,1,41891232623,31862,681,2034,Rear End Cap,0.0,0.0,0.0
2708,605,1003188,100,1.29,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,1,42090722645,369,696,1253,Other Location Display,-0.3,0.0,0.0
2709,718,859010,9,2.44,BAG SNACKS,TORTILLA/NACHO CHIPS,1,27686515126,324,59,0713,In-Aisle,-0.15,0.0,0.0
2710,761,1136375,23,3.49,BACON,BETTER FOR YOU,2,28970879336,343,153,1739,Rear Aisle,-3.49,0.0,0.0
2711,740,12384952,42,1.34,BAKING MIXES,FROSTING,1,31317056405,404,291,1426,Rear End Cap,0.0,0.0,0.0
2712,786,942525,23,1.88,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1,29035830393,339,158,1017,Rear End Cap,-1.51,0.0,0.0
2713,788,1088771,23,11.99,BEERS/ALES,BEERALEMALT LIQUORS,1,29035925794,360,158,1318,Side-Aisle End Cap,0.0,0.0,0.0
2714,647,1022003,42,1.2,SOUP,CONDENSED SOUP,2,31225877868,438,286,1742,Rear End Cap,-0.12,0.0,0.0
2715,605,965772,40,3.0,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,31058802312,369,273,1956,Other Location Display,-0.99,0.0,0.0
2716,788,8291322,46,0.0,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,31723340427,360,317,1118,Rear Aisle,-3.99,0.0,0.0
2717,715,990941,61,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,33239922309,389,425,1437,Rear End Cap,-0.26,0.0,0.0
2718,768,939546,58,2.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,32872957727,323,398,1836,Rear End Cap,-0.3,0.0,0.0
2719,630,837107,51,3.87,DRY SAUCES/GRAVY,SAUCE MIXES GRAVY MIXES DRY,3,32187416475,306,355,1520,In-Aisle,0.0,0.0,0.0
2720,601,902640,72,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,34576621561,306,497,1612,Side-Aisle End Cap,-0.65,0.0,0.0
2721,768,989069,95,2.0,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,41587405057,323,658,0631,Rear Aisle,-0.99,0.0,0.0
2722,764,904422,95,1.0,BREAD,BREAD:ITALIAN/FRENCH,1,41599741321,33923,659,1614,In-Aisle,-0.79,0.0,0.0
2723,706,13671759,95,1.0,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,41628140109,343,661,0610,Front Aisle,-0.49,0.0,0.0
2724,764,933303,95,1.67,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,41652667176,33923,663,2029,In-Aisle,0.0,0.0,0.0
2725,715,7441391,11,1.19,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,27817336138,389,70,1249,Front Aisle,0.0,0.0,0.0
2726,712,981760,25,1.76,EGGS,EGGS - X-LARGE,2,29194810737,448,167,1152,Rear Aisle,-1.02,0.0,0.0
2727,768,1134522,33,1.0,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,30503515159,323,229,0800,In-Aisle,-0.09,0.0,0.0
2728,605,948254,26,1.2,FRUIT - SHELF STABLE,FRUIT BOWL AND CUPS,1,29353942176,448,180,1747,In-Shelf,-0.22,0.0,0.0
2729,768,891279,35,2.0,OLIVES,RIPE OLIVES,2,30579760092,323,237,0637,In-Shelf,-1.18,0.0,0.0
2730,718,1030819,45,2.22,VEGETABLES - SHELF STABLE,PEAS GREEN,3,31623987726,324,309,2130,Other Location Display,-0.15,0.0,0.0
2731,725,1094955,57,1.0,MEAT - SHELF STABLE,SANDWICH SAUCE,1,32823856193,400,393,1408,Front End Cap,-0.31,0.0,0.0
2732,788,868727,68,0.79,CONDIMENTS/SAUCES,BBQ SAUCE,1,33971245787,360,469,1116,Other Location Display,0.0,0.0,0.0
2733,699,917033,64,10.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,4,33460621929,408,441,1908,In-Aisle,-8.36,0.0,0.0
2734,699,868386,53,4.0,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2,32408415169,408,365,0911,In-Aisle,-3.98,0.0,0.0
2735,725,1071939,60,1.76,CHEESE,CREAM CHEESE,2,33106940650,400,414,1120,In-Aisle,-0.44,0.0,0.0
2736,692,909129,91,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,1,41212221236,335,630,1331,Side-Aisle End Cap,-2.51,0.0,0.0
2737,768,1071939,70,1.22,CHEESE,CREAM CHEESE,1,34204528063,323,487,1728,Other Location Display,0.0,0.0,0.0
2738,786,1133018,92,1.89,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,41366492927,339,641,1659,Front End Cap,0.0,0.0,0.0
2739,712,1076105,76,6.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,35597816511,369,525,1137,Other Location Display,-1.0,0.0,0.0
2740,786,1133018,92,1.89,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,41351981728,339,640,1507,Front End Cap,0.0,0.0,0.0
2741,733,820752,88,4.5,BATTERIES,ALKALINE BATTERIES,1,40813480647,356,609,1100,In-Aisle,-0.79,0.0,0.0
