householdid,productid,storeid,transactiontime,daydate,productdesc,productsubdesc,salesvalue,displayadtypedesc
764,896369,361,12:55 PM,Jun 6,PNT BTR/JELLY/JAMS,PEANUT BUTTER,2,In-Shelf
601,1110244,32004,6:07 PM,Aug 22,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,1.89,In-Aisle
622,1022053,356,7:07 PM,Jul 9,BAG SNACKS,CORN CHIPS,3.33,In-Aisle
762,891649,31862,8:18 AM,Nov 9,FITNESS&DIET,FITNESS&DIET - BARS,1.49,Other Location Display
718,890695,324,8:03 PM,Apr 12,FROZEN PIZZA,SNACKS/APPETIZERS,2.5,Other Location Display
766,994928,333,12:09 PM,Dec 18,EGGS,EGGS - MEDIUM,0.59,In-Aisle
766,1065593,333,12:22 PM,Feb 11,BATH TISSUES,TOILET TISSUE,0.88,Rear End Cap
706,7139529,343,6:18 PM,Mar 30,CONDIMENTS/SAUCES,BBQ SAUCE,6,Other Location Display
647,1087755,343,3:23 PM,Dec 22,BATTERIES,ALKALINE BATTERIES,5.54,Other Location Display
696,6533236,31742,9:38 AM,Apr 11,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,2,Rear Aisle
680,922558,352,6:36 PM,Apr 11,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.74,Front Aisle
718,883404,324,5:32 PM,Apr 11,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2.38,In-Aisle
699,15926863,408,1:15 PM,Sep 12,BAG SNACKS,POTATO CHIPS,2.5,Other Location Display
715,910291,354,1:33 PM,May 19,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle
647,954351,343,2:52 PM,Aug 30,FD WRAPS/BAGS/TRSH BG,COOKING BAGS,1.59,In-Aisle
630,1072330,306,5:53 PM,Jun 30,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Side-Aisle End Cap
725,13945141,400,5:39 PM,Jul 3,BAG SNACKS,POTATO CHIPS,2,Side-Aisle End Cap
786,878715,339,4:36 PM,Nov 10,BEERS/ALES,BEERALEMALT LIQUORS,15.99,Front End Cap
715,1123842,415,10:46 AM,Nov 14,BACON,PREMIUM,7.5,Rear Aisle
786,981760,339,9:15 AM,Jul 28,EGGS,EGGS - X-LARGE,1.25,Rear Aisle
661,1138292,427,5:34 PM,May 28,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,3.54,Rear End Cap
718,994928,324,12:43 PM,May 30,EGGS,EGGS - MEDIUM,0.91,In-Aisle
712,1098066,448,11:52 AM,Jun 17,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.88,In-Aisle
788,1108168,360,12:17 PM,Aug 18,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.09,Other Location Display
718,826249,324,1:04 PM,Oct 20,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1.19,Other Location Display
718,1096036,324,9:25 AM,Oct 30,CHEESE,IWS SINGLE CHEESE,1.67,Other Location Display
718,9487885,324,5:36 PM,Aug 29,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,4.29,Rear Aisle
788,1053690,313,1:24 PM,Oct 2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,In-Aisle
622,1050883,356,8:24 PM,Jan 22,SEAFOOD - MISC,SEAFOOD-MISC-SAUCES/MARIN-WET,1.99,Rear Aisle
740,1027284,370,3:25 PM,Jan 23,FRUIT - SHELF STABLE,FRUIT COCKTAIL FRUIT SALAD,1,Other Location Display
647,898068,343,1:43 PM,Jan 12,CONDIMENTS/SAUCES,CATSUP,1.67,Rear End Cap
601,829001,329,8:04 PM,May 20,COLD CEREAL,KIDS CEREAL,2,In-Aisle
771,911812,359,12:34 PM,Sep 13,SOUP,CONDENSED SOUP,0.75,In-Shelf
766,964853,333,5:53 PM,May 21,SEAFOOD - SHELF STABLE,TUNA,1,Rear End Cap
788,9527159,360,5:59 PM,May 21,BAG SNACKS,MULT PK BAG SNACKS,5.99,In-Aisle
715,910291,354,11:17 AM,May 24,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.66,Front Aisle
699,1028166,408,1:53 PM,Jun 7,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,2.68,Rear End Cap
761,10149640,343,11:39 AM,Oct 2,BATH TISSUES,TOILET TISSUE,5.99,Rear End Cap
601,1096036,306,3:30 PM,Jun 14,CHEESE,IWS SINGLE CHEESE,1.19,In-Aisle
601,15831363,306,3:30 PM,Jun 14,PET CARE SUPPLIES,RAWHIDE CHEWS,1,Front End Cap
606,17235684,380,6:58 PM,Oct 12,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,1.49,Rear End Cap
788,927191,360,7:27 PM,Oct 16,SEAFOOD - SHELF STABLE,TUNA,7,In-Shelf
788,927191,360,9:26 AM,Oct 19,SEAFOOD - SHELF STABLE,TUNA,4,In-Shelf
696,1003188,31742,11:18 AM,Nov 27,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,5.16,Front End Cap
647,1098066,438,8:20 PM,Nov 27,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,2,Other Location Display
786,995242,339,11:08 AM,Dec 3,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,3.6,Front End Cap
699,1077555,408,9:08 AM,Dec 6,MILK BY-PRODUCTS,COTTAGE CHEESE,1,In-Aisle
718,859154,324,10:54 PM,Dec 6,COLD CEREAL,KIDS CEREAL,2.5,Rear End Cap
706,7166861,343,6:56 PM,Mar 22,ICE CREAM/MILK/SHERBTS,PREMIUM,3,Rear End Cap
725,987562,400,4:08 PM,Aug 8,CHEESE,SHREDDED CHEESE,1.25,In-Aisle
718,865528,324,4:36 PM,Aug 17,BACON,PREMIUM,2.5,Rear Aisle
762,9854913,31862,8:28 AM,Jul 25,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,1.34,Side-Aisle End Cap
762,9854913,31862,7:56 AM,Jul 26,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,1.34,Side-Aisle End Cap
712,1119454,448,12:05 PM,Jan 22,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1.5,In-Aisle
699,1043128,408,7:57 AM,Jan 25,FRUIT - SHELF STABLE,PINEAPPLE,1,Other Location Display
601,13008469,32004,5:55 PM,Mar 27,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,2,Rear End Cap
712,9526410,448,10:54 AM,Apr 17,BAG SNACKS,POTATO CHIPS,2,In-Shelf
696,898068,31742,1:18 PM,Mar 20,CONDIMENTS/SAUCES,CATSUP,1.67,Rear End Cap
733,840361,356,12:26 PM,Jan 14,EGGS,EGGS - LARGE,0.79,Rear Aisle
740,829722,404,8:06 PM,Jun 15,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,7.98,Mid-Aisle End Cap
718,857849,324,4:06 PM,Jun 16,MARGARINES,MARGARINE  STICK,0.66,Side-Aisle End Cap
755,9859110,382,1:47 PM,Sep 28,BAKING NEEDS,BITS & MORSELS,1.67,In-Shelf
788,973861,360,7:27 PM,Oct 16,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,1.76,In-Shelf
605,1045586,369,12:53 PM,Nov 28,BAKED BREAD/BUNS/ROLLS,FRUIT/BREAKFAST BREAD,2.5,In-Aisle
712,1075214,448,11:47 AM,Mar 24,BATH TISSUES,TOILET TISSUE,5.5,In-Aisle
661,9884484,427,3:38 PM,Jul 16,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,2.5,In-Aisle
725,896369,400,8:33 AM,Jul 19,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1.5,In-Aisle
768,831815,323,6:20 AM,Jan 17,SOUP,RAMEN NOODLES/RAMEN CUPS,0.2,Front End Cap
766,5569230,333,2:52 PM,Jan 25,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
762,9854913,31862,8:15 AM,Dec 2,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,1.69,Side-Aisle End Cap
725,1048462,400,3:37 PM,Dec 4,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,In-Aisle
733,7157395,356,6:01 PM,Dec 24,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.98,Front Aisle
733,7157395,356,12:54 PM,Dec 28,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.98,Front Aisle
605,982469,369,1:13 PM,Feb 21,INFANT FORMULA,INFANT FORMULA SPECIALTY,10.69,Other Location Display
712,999270,448,11:53 AM,Jan 8,BACON,ECONOMY,7.98,Rear Aisle
753,928238,396,9:21 PM,Apr 23,CHIPS&SNACKS,TORTILLA CHIPS,3.33,Other Location Display
764,14050273,33923,4:40 PM,May 14,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,4.99,Other Location Display
771,1108094,359,5:52 PM,Jul 27,BEERS/ALES,BEERALEMALT LIQUORS,12.99,Rear End Cap
740,13190352,404,7:24 PM,Oct 28,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,2.89,Front End Cap
786,997689,339,10:36 AM,Oct 29,HOUSEHOLD CLEANG NEEDS,KITCHEN & MULTI-PURPOSE CLEANE,2.5,Rear End Cap
731,849202,329,5:28 PM,Oct 31,BEERS/ALES,BEERALEMALT LIQUORS,8.79,Side-Aisle End Cap
731,981760,355,4:53 PM,Nov 24,EGGS,EGGS - X-LARGE,1.38,Rear Aisle
680,1030318,359,6:51 PM,Apr 25,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,2.5,Rear End Cap
731,10457177,445,2:28 PM,Jul 30,COLD CEREAL,ADULT CEREAL,2,In-Shelf
768,898212,323,2:13 PM,Jun 3,BAG SNACKS,TORTILLA/NACHO CHIPS,2,Other Location Display
762,9855015,31862,1:07 PM,Aug 13,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,1.69,Other Location Display
764,923735,361,12:54 PM,Jun 6,SEAFOOD - FROZEN,FRZN MULTI SERVE ENTREES ALL,6.99,Rear Aisle
680,1074754,424,2:31 PM,Oct 19,COOKIES/CONES,SANDWICH COOKIES,2.68,Front End Cap
630,889576,355,4:09 PM,Jul 12,SNKS/CKYS/CRKR/CNDY,CANDY/CHOCOLATE,0.33,In-Aisle
740,851226,404,2:01 PM,Sep 2,VEGETABLES - SHELF STABLE,CORN,0.6,In-Shelf
768,8293354,323,9:20 PM,Apr 16,SPRING/SUMMER SEASONAL,MISCELLANEOUS CANDY (INCLUDING,0.25,In-Aisle
696,859075,31742,3:34 PM,Feb 11,CHEESE,SHREDDED CHEESE,1.67,Rear Aisle
771,890909,359,3:48 PM,Feb 18,CHEESE,SHREDDED CHEESE,3.49,Side-Aisle End Cap
725,896369,400,11:30 AM,Mar 18,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1.5,Rear End Cap
725,914186,400,11:30 AM,Mar 18,DINNER MXS:DRY,STUFFING MIXES,1.59,Rear End Cap
712,895743,448,11:23 AM,Apr 29,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,1.19,Other Location Display
718,883404,324,12:17 PM,May 31,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.19,Other Location Display
696,874617,31742,2:30 PM,Oct 5,FRUIT - SHELF STABLE,CRANBERRY SAUCE,1.25,Rear End Cap
712,10356540,448,1:04 PM,Jun 6,CHIPS&SNACKS,POTATO CHIPS,2.5,Mid-Aisle End Cap
647,951590,343,6:28 PM,Oct 7,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.5,Front Aisle
766,923746,333,3:22 PM,Sep 8,EGGS,EGGS - LARGE,1.29,In-Aisle
718,1054262,324,5:43 PM,Nov 7,COLD CEREAL,KIDS CEREAL,1.88,Rear End Cap
631,1129822,389,4:54 PM,Mar 29,CANDY - PACKAGED,CHEWING GUM,0.99,In-Shelf
699,1074754,408,2:41 PM,Apr 23,COOKIES/CONES,SANDWICH COOKIES,2,Rear Aisle
761,952563,343,6:07 PM,Aug 6,COOKIES/CONES,GRAHAM CRACKERS,2,Rear Aisle
630,983000,306,3:40 PM,Sep 14,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,Rear Aisle
680,8177622,424,3:29 PM,Oct 25,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5.34,Rear Aisle
718,5589141,324,12:43 PM,May 30,HOME FURNISHINGS,WALL HANGINGS FRAMED PICTUR,4.99,Front Aisle
680,832678,424,6:03 PM,Aug 26,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,2,Side-Aisle End Cap
712,1012338,369,1:17 PM,Sep 7,FD WRAPS/BAGS/TRSH BG,PLASTIC WRAP (SARANETC.),1,Other Location Display
696,975604,31742,11:59 AM,Jan 25,EASTER,SEASONAL MISCELLANEOUS,0.5,Front Aisle
762,1097815,432,3:44 PM,Nov 28,FRZN NOVELTIES/WTR ICE,WATER ICE,1.61,Rear End Cap
712,823775,448,2:12 PM,Dec 14,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,3.99,Rear Aisle
718,1126808,324,4:13 PM,Mar 19,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,1.8,Front End Cap
761,940631,343,7:59 PM,Jul 22,BAKING NEEDS,BAKING POWDER & SODA,0.67,Rear End Cap
718,954102,324,11:21 AM,Jul 23,COFFEE,GROUND DECAFFINATED,3.09,Other Location Display
647,15596612,343,1:52 PM,May 24,BAG SNACKS,POTATO CHIPS,2,Side-Aisle End Cap
762,1104414,391,8:08 PM,Sep 15,CRACKERS/MISC BKD FD,SNACK CRACKERS,1.88,Front End Cap
764,923746,33923,8:14 PM,Jul 26,EGGS,EGGS - LARGE,1.29,Front End Cap
786,862799,339,8:34 AM,Jun 8,COFFEE,GROUND COFFEE,4.99,Rear End Cap
740,12987895,404,4:03 PM,Oct 8,BATH,BATH SPONGES/ACCESSORIES,1.49,Rear End Cap
699,1016800,408,6:11 PM,Apr 3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3.34,In-Aisle
631,8065410,389,3:10 PM,Mar 22,BACON,ECONOMY,5,Rear Aisle
762,12352204,31862,12:35 PM,Oct 19,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1.67,Front Aisle
699,885023,408,3:41 PM,Sep 25,BAKING NEEDS,BITS & MORSELS,2,Other Location Display
712,1077555,448,10:39 AM,Jul 1,MILK BY-PRODUCTS,COTTAGE CHEESE,1,Rear Aisle
680,1054747,424,4:40 PM,Jul 20,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1.25,Rear End Cap
771,949965,359,12:54 PM,Dec 3,DINNER SAUSAGE,SMOKED/COOKED,2.49,Rear Aisle
661,1044805,427,2:05 PM,Apr 14,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,3.64,Rear End Cap
797,924092,450,8:42 PM,Feb 21,SOFT DRINKS,JUICE (UNDER 10% JUICE),4,In-Aisle
755,1098066,388,1:47 PM,Apr 23,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.88,In-Shelf
606,843306,446,8:36 PM,Aug 24,FRUIT - SHELF STABLE,PINEAPPLE,1,Front Aisle
631,1128016,389,4:11 PM,Apr 28,MEAT - SHELF STABLE,CHILI: CANNED,5,Rear End Cap
718,857849,324,5:39 PM,May 4,MARGARINES,MARGARINE  STICK,0.88,Other Location Display
718,857849,324,10:35 AM,May 2,MARGARINES,MARGARINE  STICK,0.88,Other Location Display
696,847374,31742,11:11 AM,Sep 24,BEERS/ALES,BEERALEMALT LIQUORS,6.99,Side-Aisle End Cap
740,1018865,404,2:03 PM,Jul 11,SNKS/CKYS/CRKR/CNDY,COOKIES/SWEET GOODS,0.5,Side-Aisle End Cap
607,924804,432,8:29 PM,Jul 13,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,2,Rear End Cap
762,856888,31862,3:44 PM,Nov 13,DRY SAUCES/GRAVY,SAUCE MIXES GRAVY MIXES DRY,2.78,Front End Cap
661,898432,427,3:32 PM,Dec 21,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,3.98,Front End Cap
647,13381915,343,12:19 PM,Mar 16,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,3,Rear End Cap
768,845705,323,6:28 AM,Feb 18,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,2,In-Aisle
771,1108094,359,8:27 PM,Mar 17,BEERS/ALES,BEERALEMALT LIQUORS,11.99,Other Location Display
614,827180,288,6:27 PM,Aug 20,DINNER MXS:DRY,STUFFING MIXES,1,In-Shelf
725,916381,400,3:42 PM,Jul 20,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle
768,1071333,323,2:17 PM,Jun 1,SOUP,RAMEN NOODLES/RAMEN CUPS,0.4,Rear End Cap
718,1092026,324,5:47 PM,Sep 16,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle
605,1126899,369,4:12 PM,Aug 30,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.79,Front End Cap
601,916990,306,6:47 PM,Jun 3,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,3.34,Side-Aisle End Cap
771,958046,293,7:54 PM,Sep 27,FRUIT - SHELF STABLE,PINEAPPLE,1,Rear End Cap
761,868764,343,12:43 PM,Sep 20,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle
731,1128744,384,3:31 PM,Sep 6,VEGETABLES - SHELF STABLE,POTATOES SWEET,1.59,In-Shelf
768,896369,323,9:08 AM,Sep 30,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1.5,Other Location Display
715,1044805,415,5:47 PM,Nov 11,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,2.5,Rear End Cap
715,1044805,415,9:36 AM,Nov 13,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1.25,Rear End Cap
607,833025,432,7:18 PM,Mar 30,MILK BY-PRODUCTS,SOUR CREAMS,1.34,In-Shelf
661,1108168,427,6:47 PM,Apr 19,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1.8,Rear End Cap
607,981222,372,9:01 PM,Apr 23,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,Rear Aisle
768,1029743,323,12:28 PM,May 6,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.69,Other Location Display
718,965772,324,4:36 PM,Aug 17,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,3,Other Location Display
725,1110244,400,2:50 PM,Oct 20,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,1.5,Rear End Cap
771,940947,359,9:07 PM,Jul 3,HEAT/SERVE,ENTREES,2.5,In-Aisle
607,924804,432,11:27 AM,Jul 8,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,2,Rear End Cap
786,823704,339,9:03 AM,Sep 7,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2.5,Rear Aisle
607,1070820,372,8:16 PM,Jul 23,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.49,Other Location Display
740,5569374,370,3:25 PM,Jan 23,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
630,965766,306,5:21 PM,Apr 14,CHEESE,IWS SINGLE CHEESE,3,In-Aisle
725,842140,400,5:42 PM,Dec 16,CHEESE,SHREDDED CHEESE,1.67,In-Aisle
718,1092026,324,12:38 PM,Aug 31,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,In-Aisle
788,839419,360,3:50 PM,Jun 14,MEAT - MISC,BREAST - BONELESS(IQF),5.99,Rear Aisle
718,1092026,324,5:42 PM,Sep 19,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle
718,988957,324,5:58 PM,Oct 17,BAG SNACKS,POTATO CHIPS,2,Side-Aisle End Cap
715,882441,354,1:16 PM,Apr 20,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.59,Rear End Cap
715,882441,354,1:18 PM,Apr 20,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.59,Rear End Cap
722,1107973,359,3:15 PM,Apr 10,BAKED BREAD/BUNS/ROLLS,BAGELS,2.5,In-Aisle
607,833025,432,11:37 AM,Mar 25,MILK BY-PRODUCTS,SOUR CREAMS,1.34,In-Shelf
661,879504,427,4:00 PM,Aug 15,BAG SNACKS,POTATO CHIPS,2.19,Mid-Aisle End Cap
622,8090521,298,11:35 AM,Jun 12,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5,Rear Aisle
761,6424447,343,8:14 PM,Oct 29,BAG SNACKS,PRETZELS,1.05,Rear Aisle
605,1130692,448,5:47 PM,Jun 30,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,2.09,Rear End Cap
766,883299,333,8:06 PM,Sep 3,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,1.5,Rear Aisle
725,1096036,400,2:45 PM,Nov 20,CHEESE,IWS SINGLE CHEESE,1.82,In-Aisle
661,1079074,427,7:41 PM,Nov 22,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,5,Other Location Display
779,1071939,343,8:46 PM,Mar 27,CHEESE,CREAM CHEESE,1.76,Other Location Display
718,1124505,324,2:56 PM,Jan 4,FITNESS&DIET,FITNESS&DIET - BARS,1.39,Other Location Display
716,10342102,296,3:10 PM,Jan 10,SNACK NUTS,SNACK NUT(BAG),0.78,Front End Cap
718,12171387,324,3:53 PM,Apr 27,LAUNDRY ADDITIVES,FABRIC SOFTENER SHEETS,4.74,Rear End Cap
788,896446,318,5:36 PM,May 14,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1.78,In-Shelf
718,1092026,324,6:05 PM,Aug 28,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1.76,In-Aisle
761,868764,343,9:10 PM,Aug 28,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2.64,In-Aisle
786,898068,339,4:54 PM,May 26,CONDIMENTS/SAUCES,CATSUP,2.69,Rear Aisle
718,1098066,324,7:15 PM,Oct 19,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle
725,990688,400,10:09 AM,Apr 5,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1.59,Front End Cap
725,990688,400,1:15 PM,Apr 6,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1.59,Front End Cap
631,940947,389,5:28 PM,Apr 21,HEAT/SERVE,ENTREES,2.99,Side-Aisle End Cap
715,5572884,389,12:42 PM,Mar 16,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,0,Rear End Cap
718,9935635,324,7:53 PM,May 9,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,2.33,Rear End Cap
706,1075214,343,1:48 PM,Oct 31,BATH TISSUES,TOILET TISSUE,5.99,Rear End Cap
768,5588161,323,6:30 AM,Oct 21,MEAT - MISC,WINGS (IQF),0.99,Other Location Display
706,1105728,343,10:57 PM,Mar 22,SINUS AND ALLERGY,SINUS AND ALLERGY,15.99,Side-Aisle End Cap
768,857849,323,8:31 PM,May 24,MARGARINES,MARGARINE  STICK,0.44,Other Location Display
718,10309725,324,4:30 PM,Aug 11,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,2.5,Rear Aisle
614,1045220,288,11:00 AM,Oct 9,MEAT - SHELF STABLE,PASTA: CANNED,2.32,Front End Cap
607,931671,432,2:25 AM,Oct 10,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,Rear End Cap
696,1126899,31742,1:32 PM,Jun 30,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.49,Front End Cap
631,1042907,389,11:57 AM,Oct 12,BACON,PREMIUM,2.5,Rear Aisle
699,982790,408,4:08 PM,Jul 20,LUNCHMEAT,BOLOGNA,2.99,Rear Aisle
718,1018007,324,5:08 PM,Jul 20,CHEESE,SHREDDED CHEESE,5.69,In-Aisle
771,9553288,359,11:54 AM,Jan 16,BATH TISSUES,TOILET TISSUE,6,Rear End Cap
786,982958,339,8:25 AM,Nov 24,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1.67,Mid-Aisle End Cap
761,832678,343,10:44 AM,Dec 3,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,2,Rear End Cap
680,1045220,424,5:54 PM,Dec 6,MEAT - SHELF STABLE,PASTA: CANNED,3,Rear End Cap
771,1085476,359,12:23 AM,Dec 25,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,Rear End Cap
715,1136257,389,9:22 AM,Mar 15,CHEESE,SHREDDED CHEESE,1,Other Location Display
699,6533608,408,2:44 PM,Dec 28,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
718,1034081,327,11:13 AM,Feb 19,FROZEN BREAD/DOUGH,FRZN GARLIC BREAD/TOAST/STICKS,1.39,Front End Cap
712,940766,448,1:44 PM,Aug 29,CHEESE,SHREDDED CHEESE,1.5,Rear Aisle
699,5569471,408,6:11 PM,Oct 24,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5,In-Aisle
764,1029743,33923,8:29 PM,Oct 26,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.89,Front End Cap
740,9483753,404,7:24 PM,Oct 28,BAKED BREAD/BUNS/ROLLS,DIET/LIGHT BREAD,2.99,In-Aisle
740,9483753,404,7:14 PM,Nov 1,BAKED BREAD/BUNS/ROLLS,DIET/LIGHT BREAD,5.98,In-Aisle
761,849843,343,1:21 PM,Nov 15,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,0.88,In-Aisle
725,937292,400,12:33 PM,Nov 18,BACON,ECONOMY,2.5,Rear Aisle
715,857849,354,5:52 PM,May 15,MARGARINES,MARGARINE  STICK,0.44,Rear Aisle
761,822407,343,6:38 PM,Oct 11,MEAT - SHELF STABLE,PASTA: CANNED,2,Front End Cap
601,830887,329,12:33 PM,Nov 9,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,1.75,In-Shelf
699,917033,408,1:14 PM,Nov 13,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5,In-Aisle
699,1127511,408,1:14 PM,Nov 13,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,1.5,Rear End Cap
753,862349,317,7:10 PM,Dec 17,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap
715,842140,354,3:46 PM,Apr 10,CHEESE,SHREDDED CHEESE,1.5,Rear Aisle
601,910032,384,6:01 PM,Apr 10,HOT DOGS,PREMIUM - MEAT,1.25,In-Aisle
601,15452231,384,6:01 PM,Apr 10,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,4,Rear End Cap
631,987562,389,1:01 PM,Aug 19,CHEESE,SHREDDED CHEESE,1.67,Rear Aisle
606,887526,446,5:35 PM,Jul 22,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,2,Front End Cap
706,999198,343,10:45 AM,Jun 29,BAG SNACKS,DIPS (NON-REFRIGERATED),3.19,In-Aisle
